name,status,termination,objective_value
ObjectiveFile_VaryingCost_0802022_36.csv,ok,optimal,15480484.891874056
ObjectiveFile_VaryingCost_0802022_365.csv,ok,optimal,13538495.316733195
ObjectiveFile_VaryingCost_0802022_0.csv,ok,optimal,15867509.11404166
ObjectiveFile_VaryingCost_0802022_157.csv,ok,optimal,14794740.357523777
ObjectiveFile_VaryingCost_0802022_24.csv,ok,optimal,15569295.103744783
ObjectiveFile_VaryingCost_0802022_349.csv,ok,optimal,13671381.211470036
ObjectiveFile_VaryingCost_0802022_78.csv,ok,optimal,15224269.418189846
ObjectiveFile_VaryingCost_0802022_91.csv,ok,optimal,15144964.62871616
ObjectiveFile_VaryingCost_0802022_203.csv,ok,optimal,14535283.730725829
ObjectiveFile_VaryingCost_0802022_245.csv,ok,optimal,14244709.733031433
ObjectiveFile_VaryingCost_0802022_373.csv,ok,optimal,13480083.686459733
ObjectiveFile_VaryingCost_0802022_289.csv,ok,optimal,13952606.85583845
ObjectiveFile_VaryingCost_0802022_201.csv,ok,optimal,14551894.467567932
ObjectiveFile_VaryingCost_0802022_242.csv,ok,optimal,14264625.838294592
ObjectiveFile_VaryingCost_0802022_57.csv,ok,optimal,15352377.15503195
ObjectiveFile_VaryingCost_0802022_123.csv,ok,optimal,15062159.052070472
ObjectiveFile_VaryingCost_0802022_385.csv,ok,optimal,13400419.265407102
ObjectiveFile_VaryingCost_0802022_221.csv,ok,optimal,14404038.575136695
ObjectiveFile_VaryingCost_0802022_302.csv,ok,optimal,14087835.032055592
ObjectiveFile_VaryingCost_0802022_291.csv,ok,optimal,13939329.452329678
ObjectiveFile_VaryingCost_0802022_104.csv,ok,optimal,15230516.607626028
ObjectiveFile_VaryingCost_0802022_189.csv,ok,optimal,14582301.901383428
ObjectiveFile_VaryingCost_0802022_390.csv,ok,optimal,13367225.75663517
ObjectiveFile_VaryingCost_0802022_84.csv,ok,optimal,15187667.207663529
ObjectiveFile_VaryingCost_0802022_224.csv,ok,optimal,14384122.469873536
ObjectiveFile_VaryingCost_0802022_164.csv,ok,optimal,14748269.445243074
ObjectiveFile_VaryingCost_0802022_356.csv,ok,optimal,13613243.632522667
ObjectiveFile_VaryingCost_0802022_96.csv,ok,optimal,15114462.786610898
ObjectiveFile_VaryingCost_0802022_285.csv,ok,optimal,13979161.662855992
ObjectiveFile_VaryingCost_0802022_367.csv,ok,optimal,13521884.579891087
ObjectiveFile_VaryingCost_0802022_135.csv,ok,optimal,14960068.29775598
ObjectiveFile_VaryingCost_0802022_177.csv,ok,optimal,14661966.322436059
ObjectiveFile_VaryingCost_0802022_220.csv,ok,optimal,14410677.27689108
ObjectiveFile_VaryingCost_0802022_70.csv,ok,optimal,15273072.365558267
ObjectiveFile_VaryingCost_0802022_112.csv,ok,optimal,15159629.215813164
ObjectiveFile_VaryingCost_0802022_7.csv,ok,optimal,15754643.732462712
ObjectiveFile_VaryingCost_0802022_64.csv,ok,optimal,15309674.576084584
ObjectiveFile_VaryingCost_0802022_358.csv,ok,optimal,13596632.895680564
ObjectiveFile_VaryingCost_0802022_389.csv,ok,optimal,13373864.458389556
ObjectiveFile_VaryingCost_0802022_4.csv,ok,optimal,15803014.61028226
ObjectiveFile_VaryingCost_0802022_388.csv,ok,optimal,13380503.160143944
ObjectiveFile_VaryingCost_0802022_303.csv,ok,optimal,14078974.108078986
ObjectiveFile_VaryingCost_0802022_8.csv,ok,optimal,15740110.331814956
ObjectiveFile_VaryingCost_0802022_274.csv,ok,optimal,14052187.38215424
ObjectiveFile_VaryingCost_0802022_248.csv,ok,optimal,14224793.627768274
ObjectiveFile_VaryingCost_0802022_254.csv,ok,optimal,14184961.417241957
ObjectiveFile_VaryingCost_0802022_49.csv,ok,optimal,15401180.10240037
ObjectiveFile_VaryingCost_0802022_207.csv,ok,optimal,14502062.257041618
ObjectiveFile_VaryingCost_0802022_27.csv,ok,optimal,15537267.248481624
ObjectiveFile_VaryingCost_0802022_381.csv,ok,optimal,13426974.072424646
ObjectiveFile_VaryingCost_0802022_333.csv,ok,optimal,13813146.38878074
ObjectiveFile_VaryingCost_0802022_37.csv,ok,optimal,15474384.523453005
ObjectiveFile_VaryingCost_0802022_168.csv,ok,optimal,14721714.638225531
ObjectiveFile_VaryingCost_0802022_293.csv,ok,optimal,13926052.048820905
ObjectiveFile_VaryingCost_0802022_17.csv,ok,optimal,15644026.766025484
ObjectiveFile_VaryingCost_0802022_294.csv,ok,optimal,13919413.34706652
ObjectiveFile_VaryingCost_0802022_361.csv,ok,optimal,13571716.790417405
ObjectiveFile_VaryingCost_0802022_3.csv,ok,optimal,15819138.23622211
ObjectiveFile_VaryingCost_0802022_223.csv,ok,optimal,14390761.171627926
ObjectiveFile_VaryingCost_0802022_395.csv,ok,optimal,13334032.247863242
ObjectiveFile_VaryingCost_0802022_316.csv,ok,optimal,13963782.096383078
ObjectiveFile_VaryingCost_0802022_348.csv,ok,optimal,13680232.529131614
ObjectiveFile_VaryingCost_0802022_29.csv,ok,optimal,15523187.470821425
