constraint,objective_value
ARstart_2021,3.37157071711111
AWRConvert2021Ac,34.053404648797
AWRConvert2025Ac,29.755444353797
AWRConvert2030Ac,24.114027318797
AWRConvert2050Ac,22.479050938797
AWRTotalAc_2021,0.0
AWRTotalAc_2025,0.0
AWRTotalAc_2030,0.0
AWRTotalAc_2050,0.0
ThinSetup,0.0
TotalAcreage,0.0
YearlyAcreage_2021,0.0
YearlyAcreage_2025,0.0
YearlyAcreage_2030,0.0
YearlyAcreage_2050,0.0
167NAcreage_2021,0.0
167NAcreage_2025,4.35257339518797
167NAcreage_2030,-0.386123659999996
167NAcreage_2050,6.94919205
167SAcreage_2021,0.0
167SAcreage_2025,5.69789887
167SAcreage_2030,6.04570389
167SAcreage_2050,14.3312416
505Acreage_2021,2.58123465333334
505Acreage_2025,4.42495318333333
505Acreage_2030,5.0554924
505Acreage_2050,26.11871493
608Acreage_2021,0.0
608Acreage_2025,3.24341583
608Acreage_2030,3.18715286
608Acreage_2050,15.23469162
999Acreage_2021,0.0
999Acreage_2025,-0.101026058
999Acreage_2030,0.0980658529999996
999Acreage_2050,1.249969006
ARCont2025_CAR,2.89067388822222
ARCont2025_NAR,5.862432836
ARCont2025_SAR,5.596956609
ARcont2030_CAR,2.85951251822222
ARcont2030_NAR,6.275406657
ARcont2030_SAR,5.347934065
ARcont2050_CAR,-11.9535541417778
ARcont2050_NAR,-5.947747114
ARcont2050_SAR,-11.216626046
ThinCont2025_167N,6.14907211139098
ThinCont2025_167S,7.42589379120301
ThinCont2025_505,10.0466659783333
ThinCont2030_167N,1.70171759120301
ThinCont2030_167S,7.86491718620301
ThinCont2030_505,10.094667675
ThinCont2050_167N,-10.777286918797
ThinCont2050_167S,-6.485131113797
ThinCont2050_505,7.17620320999999
