constraint,objective_value
ARstart_2021,10.0382373837778
AWRConvert2021Ac,34.4669384833835
AWRConvert2025Ac,30.1689781883835
AWRConvert2030Ac,24.5275611533835
AWRConvert2050Ac,22.8925847733835
AWRTotalAc_2021,0.0
AWRTotalAc_2025,0.0
AWRTotalAc_2030,0.0
AWRTotalAc_2050,0.0
ThinSetup,0.0
TotalAcreage,0.0
YearlyAcreage_2021,0.0
YearlyAcreage_2025,0.0
YearlyAcreage_2030,0.0
YearlyAcreage_2050,0.0
167NAcreage_2021,0.0
167NAcreage_2025,6.00670873353383
167NAcreage_2030,-0.386123659999996
167NAcreage_2050,6.94919205
167SAcreage_2021,0.0
167SAcreage_2025,5.69789887
167SAcreage_2030,6.04570389
167SAcreage_2050,14.3312416
505Acreage_2021,3.83123465333334
505Acreage_2025,5.67495318333333
505Acreage_2030,5.98615046333333
505Acreage_2050,26.11871493
608Acreage_2021,0.0
608Acreage_2025,3.24341583
608Acreage_2030,3.18715286
608Acreage_2050,15.23469162
999Acreage_2021,0.0
999Acreage_2025,-0.101026058
999Acreage_2030,0.0980658529999996
999Acreage_2050,1.249969006
ARCont2025_CAR,1.22400722155556
ARCont2025_NAR,5.862432836
ARCont2025_SAR,5.596956609
ARcont2030_CAR,1.19284585155556
ARcont2030_NAR,6.275406657
ARcont2030_SAR,5.347934065
ARcont2050_CAR,-13.6202208084444
ARcont2050_NAR,-5.947747114
ARcont2050_SAR,-11.216626046
ThinCont2025_167N,7.38967361515038
ThinCont2025_167S,7.01235995661655
ThinCont2025_505,11.2966659783333
ThinCont2030_167N,1.28818375661655
ThinCont2030_167S,7.45138335161654
ThinCont2030_505,11.0253257383333
ThinCont2050_167N,-11.1908207533835
ThinCont2050_167S,-6.89866494838347
ThinCont2050_505,7.17620320999999
