constraint,objective_value
ARstart_2021,1.14934849488889
AWRConvert2021Ac,33.9155600372682
AWRConvert2025Ac,29.6175997422682
AWRConvert2030Ac,23.9761827072682
AWRConvert2050Ac,22.3412063272682
AWRTotalAc_2021,0.0
AWRTotalAc_2025,0.0
AWRTotalAc_2030,0.0
AWRTotalAc_2050,0.0
ThinSetup,0.0
TotalAcreage,0.0
YearlyAcreage_2021,0.0
YearlyAcreage_2025,0.0
YearlyAcreage_2030,0.0
YearlyAcreage_2050,0.0
167NAcreage_2021,0.0
167NAcreage_2025,3.80119494907268
167NAcreage_2030,-0.386123659999996
167NAcreage_2050,6.94919205
167SAcreage_2021,0.0
167SAcreage_2025,5.69789887
167SAcreage_2030,6.04570389
167SAcreage_2050,14.3312416
505Acreage_2021,2.16456798666667
505Acreage_2025,4.32226181
505Acreage_2030,5.0554924
505Acreage_2050,26.11871493
608Acreage_2021,0.0
608Acreage_2025,3.24341583
608Acreage_2030,3.18715286
608Acreage_2050,15.23469162
999Acreage_2021,0.0
999Acreage_2025,-0.101026058
999Acreage_2030,0.0980658529999996
999Acreage_2050,1.249969006
ARCont2025_CAR,3.44622944377778
ARCont2025_NAR,5.862432836
ARCont2025_SAR,5.596956609
ARcont2030_CAR,3.41506807377778
ARcont2030_NAR,6.275406657
ARcont2030_SAR,5.347934065
ARcont2050_CAR,-11.3979985862222
ARcont2050_NAR,-5.947747114
ARcont2050_SAR,-11.216626046
ThinCont2025_167N,5.73553827680452
ThinCont2025_167S,7.56373840273183
ThinCont2025_505,9.943974605
ThinCont2030_167N,1.83956220273183
ThinCont2030_167S,8.00276179773183
ThinCont2030_505,10.094667675
ThinCont2050_167N,-10.6394423072682
ThinCont2050_167S,-6.34728650226818
ThinCont2050_505,7.17620320999999
