,Run,StandID,MgmtID,Year,Mgmt_Cost
3,9,999,AWR,2021,0.0
4,9,999,CAR,2021,1000.0
5,9,999,NAR,2021,1000.0
6,9,999,SAR,2021,1000.0
7,9,167S,PLSQ,2021,0.0
8,9,167S,THNB,2021,-0.7518796992481203
9,9,167N,PLSQ,2021,0.0
10,9,167N,THNB,2021,-0.7518796992481203
11,9,505,PLSQ,2021,0.0
12,9,505,ASV,2021,-0.25
13,9,505,IFM,2021,1000.0
14,9,505,THNB,2021,1000.0
0,10,608,PLSQ,2021,0.0
1,10,608,AWR,2021,-0.7243107769423559
2,10,999,PLSQ,2021,0.0
3,10,999,AWR,2021,0.11111111111111116
4,10,999,CAR,2021,1000.0
5,10,999,NAR,2021,1000.0
6,10,999,SAR,2021,1000.0
7,10,167S,PLSQ,2021,0.0
8,10,167S,THNB,2021,-0.7243107769423559
9,10,167N,PLSQ,2021,0.0
10,10,167N,THNB,2021,-0.7243107769423559
11,10,505,PLSQ,2021,0.0
12,10,505,ASV,2021,-0.16666666666666674
13,10,505,IFM,2021,1000.0
14,10,505,THNB,2021,1000.0
0,11,608,PLSQ,2021,0.0
1,11,608,AWR,2021,-0.6967418546365916
2,11,999,PLSQ,2021,0.0
3,11,999,AWR,2021,0.2222222222222221
4,11,999,CAR,2021,1000.0
5,11,999,NAR,2021,1000.0
6,11,999,SAR,2021,1000.0
7,11,167S,PLSQ,2021,0.0
8,11,167S,THNB,2021,-0.6967418546365916
9,11,167N,PLSQ,2021,0.0
10,11,167N,THNB,2021,-0.6967418546365916
11,11,505,PLSQ,2021,0.0
12,11,505,ASV,2021,-0.08333333333333337
13,11,505,IFM,2021,1000.0
14,11,505,THNB,2021,1000.0
0,12,608,PLSQ,2021,0.0
1,12,608,AWR,2021,-0.6691729323308271
2,12,999,PLSQ,2021,0.0
3,12,999,AWR,2021,0.33333333333333326
4,12,999,CAR,2021,1000.0
5,12,999,NAR,2021,1000.0
6,12,999,SAR,2021,1000.0
7,12,167S,PLSQ,2021,0.0
8,12,167S,THNB,2021,-0.6691729323308271
9,12,167N,PLSQ,2021,0.0
10,12,167N,THNB,2021,-0.6691729323308271
11,12,505,PLSQ,2021,0.0
12,12,505,ASV,2021,0.0
13,12,505,IFM,2021,1000.0
14,12,505,THNB,2021,1000.0
0,13,608,PLSQ,2021,0.0
1,13,608,AWR,2021,-0.6416040100250626
2,13,999,PLSQ,2021,0.0
3,13,999,AWR,2021,0.4444444444444444
4,13,999,CAR,2021,1000.0
5,13,999,NAR,2021,1000.0
6,13,999,SAR,2021,1000.0
7,13,167S,PLSQ,2021,0.0
8,13,167S,THNB,2021,-0.6416040100250626
9,13,167N,PLSQ,2021,0.0
10,13,167N,THNB,2021,-0.6416040100250626
11,13,505,PLSQ,2021,0.0
12,13,505,ASV,2021,0.08333333333333326
13,13,505,IFM,2021,1000.0
14,13,505,THNB,2021,1000.0
0,14,608,PLSQ,2021,0.0
1,14,608,AWR,2021,-0.6140350877192983
2,14,999,PLSQ,2021,0.0
3,14,999,AWR,2021,0.5555555555555554
4,14,999,CAR,2021,1000.0
5,14,999,NAR,2021,1000.0
6,14,999,SAR,2021,1000.0
7,14,167S,PLSQ,2021,0.0
8,14,167S,THNB,2021,-0.6140350877192983
9,14,167N,PLSQ,2021,0.0
10,14,167N,THNB,2021,-0.6140350877192983
11,14,505,PLSQ,2021,0.0
12,14,505,ASV,2021,0.16666666666666652
13,14,505,IFM,2021,1000.0
14,14,505,THNB,2021,1000.0
0,15,608,PLSQ,2021,0.0
1,15,608,AWR,2021,-0.5864661654135339
2,15,999,PLSQ,2021,0.0
3,15,999,AWR,2021,0.6666666666666665
4,15,999,CAR,2021,1000.0
5,15,999,NAR,2021,1000.0
6,15,999,SAR,2021,1000.0
7,15,167S,PLSQ,2021,0.0
8,15,167S,THNB,2021,-0.5864661654135339
9,15,167N,PLSQ,2021,0.0
10,15,167N,THNB,2021,-0.5864661654135339
11,15,505,PLSQ,2021,0.0
12,15,505,ASV,2021,0.25
13,15,505,IFM,2021,1000.0
14,15,505,THNB,2021,1000.0
0,16,608,PLSQ,2021,0.0
1,16,608,AWR,2021,-0.5588972431077694
2,16,999,PLSQ,2021,0.0
3,16,999,AWR,2021,0.7777777777777777
4,16,999,CAR,2021,1000.0
5,16,999,NAR,2021,1000.0
6,16,999,SAR,2021,1000.0
7,16,167S,PLSQ,2021,0.0
8,16,167S,THNB,2021,-0.5588972431077694
9,16,167N,PLSQ,2021,0.0
10,16,167N,THNB,2021,-0.5588972431077694
11,16,505,PLSQ,2021,0.0
12,16,505,ASV,2021,0.33333333333333326
13,16,505,IFM,2021,1000.0
14,16,505,THNB,2021,1000.0
0,17,608,PLSQ,2021,0.0
1,17,608,AWR,2021,-0.531328320802005
2,17,999,PLSQ,2021,0.0
3,17,999,AWR,2021,0.8888888888888888
4,17,999,CAR,2021,1000.0
5,17,999,NAR,2021,1000.0
6,17,999,SAR,2021,1000.0
7,17,167S,PLSQ,2021,0.0
8,17,167S,THNB,2021,-0.531328320802005
9,17,167N,PLSQ,2021,0.0
10,17,167N,THNB,2021,-0.531328320802005
11,17,505,PLSQ,2021,0.0
12,17,505,ASV,2021,0.4166666666666665
13,17,505,IFM,2021,1000.0
14,17,505,THNB,2021,1000.0
0,18,608,PLSQ,2021,0.0
1,18,608,AWR,2021,-0.5037593984962406
2,18,999,PLSQ,2021,0.0
3,18,999,AWR,2021,1.0
4,18,999,CAR,2021,1000.0
5,18,999,NAR,2021,1000.0
6,18,999,SAR,2021,1000.0
7,18,167S,PLSQ,2021,0.0
8,18,167S,THNB,2021,-0.5037593984962406
9,18,167N,PLSQ,2021,0.0
10,18,167N,THNB,2021,-0.5037593984962406
11,18,505,PLSQ,2021,0.0
12,18,505,ASV,2021,0.5
13,18,505,IFM,2021,1000.0
14,18,505,THNB,2021,1000.0
0,19,608,PLSQ,2021,0.0
1,19,608,AWR,2021,-0.4761904761904763
2,19,999,PLSQ,2021,0.0
3,19,999,AWR,2021,1.1111111111111112
4,19,999,CAR,2021,1000.0
5,19,999,NAR,2021,1000.0
6,19,999,SAR,2021,1000.0
7,19,167S,PLSQ,2021,0.0
8,19,167S,THNB,2021,-0.4761904761904763
9,19,167N,PLSQ,2021,0.0
10,19,167N,THNB,2021,-0.4761904761904763
11,19,505,PLSQ,2021,0.0
12,19,505,ASV,2021,0.5833333333333333
13,19,505,IFM,2021,1000.0
14,19,505,THNB,2021,1000.0
0,20,608,PLSQ,2021,0.0
1,20,608,AWR,2021,-0.4486215538847118
2,20,999,PLSQ,2021,0.0
3,20,999,AWR,2021,1.2222222222222223
4,20,999,CAR,2021,1000.0
5,20,999,NAR,2021,1000.0
6,20,999,SAR,2021,1000.0
7,20,167S,PLSQ,2021,0.0
8,20,167S,THNB,2021,-0.4486215538847118
9,20,167N,PLSQ,2021,0.0
10,20,167N,THNB,2021,-0.4486215538847118
11,20,505,PLSQ,2021,0.0
12,20,505,ASV,2021,0.6666666666666665
13,20,505,IFM,2021,1000.0
14,20,505,THNB,2021,1000.0
0,21,608,PLSQ,2021,0.0
1,21,608,AWR,2021,-0.42105263157894735
2,21,999,PLSQ,2021,0.0
3,21,999,AWR,2021,1.333333333333333
4,21,999,CAR,2021,1000.0
5,21,999,NAR,2021,1000.0
6,21,999,SAR,2021,1000.0
7,21,167S,PLSQ,2021,0.0
8,21,167S,THNB,2021,-0.42105263157894735
9,21,167N,PLSQ,2021,0.0
10,21,167N,THNB,2021,-0.42105263157894735
11,21,505,PLSQ,2021,0.0
12,21,505,ASV,2021,0.75
13,21,505,IFM,2021,1000.0
14,21,505,THNB,2021,1000.0
0,22,608,PLSQ,2021,0.0
1,22,608,AWR,2021,-0.393483709273183
2,22,999,PLSQ,2021,0.0
3,22,999,AWR,2021,1.4444444444444442
4,22,999,CAR,2021,1000.0
5,22,999,NAR,2021,1000.0
6,22,999,SAR,2021,1000.0
7,22,167S,PLSQ,2021,0.0
8,22,167S,THNB,2021,-0.393483709273183
9,22,167N,PLSQ,2021,0.0
10,22,167N,THNB,2021,-0.393483709273183
11,22,505,PLSQ,2021,0.0
12,22,505,ASV,2021,0.8333333333333333
13,22,505,IFM,2021,1000.0
14,22,505,THNB,2021,1000.0
0,23,608,PLSQ,2021,0.0
1,23,608,AWR,2021,-0.36591478696741864
2,23,999,PLSQ,2021,0.0
3,23,999,AWR,2021,1.5555555555555554
4,23,999,CAR,2021,1000.0
5,23,999,NAR,2021,1000.0
6,23,999,SAR,2021,1000.0
7,23,167S,PLSQ,2021,0.0
8,23,167S,THNB,2021,-0.36591478696741864
9,23,167N,PLSQ,2021,0.0
10,23,167N,THNB,2021,-0.36591478696741864
11,23,505,PLSQ,2021,0.0
12,23,505,ASV,2021,0.9166666666666665
13,23,505,IFM,2021,1000.0
14,23,505,THNB,2021,1000.0
0,24,608,PLSQ,2021,0.0
1,24,608,AWR,2021,-0.33834586466165417
2,24,999,PLSQ,2021,0.0
3,24,999,AWR,2021,1.6666666666666665
4,24,999,CAR,2021,1000.0
5,24,999,NAR,2021,1000.0
6,24,999,SAR,2021,1000.0
7,24,167S,PLSQ,2021,0.0
8,24,167S,THNB,2021,-0.33834586466165417
9,24,167N,PLSQ,2021,0.0
10,24,167N,THNB,2021,-0.33834586466165417
11,24,505,PLSQ,2021,0.0
12,24,505,ASV,2021,1.0
13,24,505,IFM,2021,1000.0
14,24,505,THNB,2021,1000.0
0,25,608,PLSQ,2021,0.0
1,25,608,AWR,2021,-0.3107769423558897
2,25,999,PLSQ,2021,0.0
3,25,999,AWR,2021,1.7777777777777777
4,25,999,CAR,2021,1000.0
5,25,999,NAR,2021,1000.0
6,25,999,SAR,2021,1000.0
7,25,167S,PLSQ,2021,0.0
8,25,167S,THNB,2021,-0.3107769423558897
9,25,167N,PLSQ,2021,0.0
10,25,167N,THNB,2021,-0.3107769423558897
11,25,505,PLSQ,2021,0.0
12,25,505,ASV,2021,1.083333333333333
13,25,505,IFM,2021,1000.0
14,25,505,THNB,2021,1000.0
0,26,608,PLSQ,2021,0.0
1,26,608,AWR,2021,-0.28320802005012535
2,26,999,PLSQ,2021,0.0
3,26,999,AWR,2021,1.8888888888888888
4,26,999,CAR,2021,1000.0
5,26,999,NAR,2021,1000.0
6,26,999,SAR,2021,1000.0
7,26,167S,PLSQ,2021,0.0
8,26,167S,THNB,2021,-0.28320802005012535
9,26,167N,PLSQ,2021,0.0
10,26,167N,THNB,2021,-0.28320802005012535
11,26,505,PLSQ,2021,0.0
12,26,505,ASV,2021,1.1666666666666665
13,26,505,IFM,2021,1000.0
14,26,505,THNB,2021,1000.0
0,27,608,PLSQ,2021,0.0
1,27,608,AWR,2021,-0.255639097744361
2,27,999,PLSQ,2021,0.0
3,27,999,AWR,2021,2.0
4,27,999,CAR,2021,1000.0
5,27,999,NAR,2021,1000.0
6,27,999,SAR,2021,1000.0
7,27,167S,PLSQ,2021,0.0
8,27,167S,THNB,2021,-0.255639097744361
9,27,167N,PLSQ,2021,0.0
10,27,167N,THNB,2021,-0.255639097744361
11,27,505,PLSQ,2021,0.0
12,27,505,ASV,2021,1.25
13,27,505,IFM,2021,1000.0
14,27,505,THNB,2021,1000.0
0,28,608,PLSQ,2021,0.0
1,28,608,AWR,2021,-0.22807017543859653
2,28,999,PLSQ,2021,0.0
3,28,999,AWR,2021,2.1111111111111107
4,28,999,CAR,2021,1000.0
5,28,999,NAR,2021,1000.0
6,28,999,SAR,2021,1000.0
7,28,167S,PLSQ,2021,0.0
8,28,167S,THNB,2021,-0.22807017543859653
9,28,167N,PLSQ,2021,0.0
10,28,167N,THNB,2021,-0.22807017543859653
11,28,505,PLSQ,2021,0.0
12,28,505,ASV,2021,1.333333333333333
13,28,505,IFM,2021,1000.0
14,28,505,THNB,2021,1000.0
0,29,608,PLSQ,2021,0.0
1,29,608,AWR,2021,-0.20050125313283207
2,29,999,PLSQ,2021,0.0
3,29,999,AWR,2021,2.222222222222222
4,29,999,CAR,2021,1000.0
5,29,999,NAR,2021,1000.0
6,29,999,SAR,2021,1000.0
7,29,167S,PLSQ,2021,0.0
8,29,167S,THNB,2021,-0.20050125313283207
9,29,167N,PLSQ,2021,0.0
10,29,167N,THNB,2021,-0.20050125313283207
11,29,505,PLSQ,2021,0.0
12,29,505,ASV,2021,1.4166666666666665
13,29,505,IFM,2021,1000.0
14,29,505,THNB,2021,1000.0
0,30,608,PLSQ,2021,0.0
1,30,608,AWR,2021,-0.17293233082706772
2,30,999,PLSQ,2021,0.0
3,30,999,AWR,2021,2.333333333333333
4,30,999,CAR,2021,1000.0
5,30,999,NAR,2021,1000.0
6,30,999,SAR,2021,1000.0
7,30,167S,PLSQ,2021,0.0
8,30,167S,THNB,2021,-0.17293233082706772
9,30,167N,PLSQ,2021,0.0
10,30,167N,THNB,2021,-0.17293233082706772
11,30,505,PLSQ,2021,0.0
12,30,505,ASV,2021,1.5
13,30,505,IFM,2021,1000.0
14,30,505,THNB,2021,1000.0
0,31,608,PLSQ,2021,0.0
1,31,608,AWR,2021,-0.14536340852130336
2,31,999,PLSQ,2021,0.0
3,31,999,AWR,2021,2.444444444444444
4,31,999,CAR,2021,1000.0
5,31,999,NAR,2021,1000.0
6,31,999,SAR,2021,1000.0
7,31,167S,PLSQ,2021,0.0
8,31,167S,THNB,2021,-0.14536340852130336
9,31,167N,PLSQ,2021,0.0
10,31,167N,THNB,2021,-0.14536340852130336
11,31,505,PLSQ,2021,0.0
12,31,505,ASV,2021,1.583333333333333
13,31,505,IFM,2021,1000.0
14,31,505,THNB,2021,1000.0
0,32,608,PLSQ,2021,0.0
1,32,608,AWR,2021,-0.1177944862155389
2,32,999,PLSQ,2021,0.0
3,32,999,AWR,2021,2.5555555555555554
4,32,999,CAR,2021,1000.0
5,32,999,NAR,2021,1000.0
6,32,999,SAR,2021,1000.0
7,32,167S,PLSQ,2021,0.0
8,32,167S,THNB,2021,-0.1177944862155389
9,32,167N,PLSQ,2021,0.0
10,32,167N,THNB,2021,-0.1177944862155389
11,32,505,PLSQ,2021,0.0
12,32,505,ASV,2021,1.6666666666666665
13,32,505,IFM,2021,1000.0
14,32,505,THNB,2021,1000.0
0,33,608,PLSQ,2021,0.0
1,33,608,AWR,2021,-0.09022556390977443
2,33,999,PLSQ,2021,0.0
3,33,999,AWR,2021,2.6666666666666665
4,33,999,CAR,2021,1000.0
5,33,999,NAR,2021,1000.0
6,33,999,SAR,2021,1000.0
7,33,167S,PLSQ,2021,0.0
8,33,167S,THNB,2021,-0.09022556390977443
9,33,167N,PLSQ,2021,0.0
10,33,167N,THNB,2021,-0.09022556390977443
11,33,505,PLSQ,2021,0.0
12,33,505,ASV,2021,1.75
13,33,505,IFM,2021,1000.0
14,33,505,THNB,2021,1000.0
0,34,608,PLSQ,2021,0.0
1,34,608,AWR,2021,-0.06265664160401008
2,34,999,PLSQ,2021,0.0
3,34,999,AWR,2021,2.7777777777777777
4,34,999,CAR,2021,1000.0
5,34,999,NAR,2021,1000.0
6,34,999,SAR,2021,1000.0
7,34,167S,PLSQ,2021,0.0
8,34,167S,THNB,2021,-0.06265664160401008
9,34,167N,PLSQ,2021,0.0
10,34,167N,THNB,2021,-0.06265664160401008
11,34,505,PLSQ,2021,0.0
12,34,505,ASV,2021,1.833333333333333
13,34,505,IFM,2021,1000.0
14,34,505,THNB,2021,1000.0
0,35,608,PLSQ,2021,0.0
1,35,608,AWR,2021,-0.03508771929824572
2,35,999,PLSQ,2021,0.0
3,35,999,AWR,2021,2.888888888888889
4,35,999,CAR,2021,1000.0
5,35,999,NAR,2021,1000.0
6,35,999,SAR,2021,1000.0
7,35,167S,PLSQ,2021,0.0
8,35,167S,THNB,2021,-0.03508771929824572
9,35,167N,PLSQ,2021,0.0
10,35,167N,THNB,2021,-0.03508771929824572
11,35,505,PLSQ,2021,0.0
12,35,505,ASV,2021,1.9166666666666665
13,35,505,IFM,2021,1000.0
14,35,505,THNB,2021,1000.0
0,36,608,PLSQ,2021,0.0
1,36,608,AWR,2021,-0.007518796992481258
2,36,999,PLSQ,2021,0.0
3,36,999,AWR,2021,3.0
4,36,999,CAR,2021,1000.0
5,36,999,NAR,2021,1000.0
6,36,999,SAR,2021,1000.0
7,36,167S,PLSQ,2021,0.0
8,36,167S,THNB,2021,-0.007518796992481258
9,36,167N,PLSQ,2021,0.0
10,36,167N,THNB,2021,-0.007518796992481258
11,36,505,PLSQ,2021,0.0
12,36,505,ASV,2021,2.0
13,36,505,IFM,2021,1000.0
14,36,505,THNB,2021,1000.0
0,37,608,PLSQ,2021,0.0
1,37,608,AWR,2021,0.020050125313283207
2,37,999,PLSQ,2021,0.0
3,37,999,AWR,2021,3.1111111111111107
4,37,999,CAR,2021,1000.0
5,37,999,NAR,2021,1000.0
6,37,999,SAR,2021,1000.0
7,37,167S,PLSQ,2021,0.0
8,37,167S,THNB,2021,0.020050125313283207
9,37,167N,PLSQ,2021,0.0
10,37,167N,THNB,2021,0.020050125313283207
11,37,505,PLSQ,2021,0.0
12,37,505,ASV,2021,2.083333333333333
13,37,505,IFM,2021,1000.0
14,37,505,THNB,2021,1000.0
0,38,608,PLSQ,2021,0.0
1,38,608,AWR,2021,0.04761904761904745
2,38,999,PLSQ,2021,0.0
3,38,999,AWR,2021,3.2222222222222223
4,38,999,CAR,2021,1000.0
5,38,999,NAR,2021,1000.0
6,38,999,SAR,2021,1000.0
7,38,167S,PLSQ,2021,0.0
8,38,167S,THNB,2021,0.04761904761904745
9,38,167N,PLSQ,2021,0.0
10,38,167N,THNB,2021,0.04761904761904745
11,38,505,PLSQ,2021,0.0
12,38,505,ASV,2021,2.1666666666666665
13,38,505,IFM,2021,1000.0
14,38,505,THNB,2021,1000.0
0,39,608,PLSQ,2021,0.0
1,39,608,AWR,2021,0.07518796992481191
2,39,999,PLSQ,2021,0.0
3,39,999,AWR,2021,3.333333333333333
4,39,999,CAR,2021,1000.0
5,39,999,NAR,2021,1000.0
6,39,999,SAR,2021,1000.0
7,39,167S,PLSQ,2021,0.0
8,39,167S,THNB,2021,0.07518796992481191
9,39,167N,PLSQ,2021,0.0
10,39,167N,THNB,2021,0.07518796992481191
11,39,505,PLSQ,2021,0.0
12,39,505,ASV,2021,2.25
13,39,505,IFM,2021,1000.0
14,39,505,THNB,2021,1000.0
0,40,608,PLSQ,2021,0.0
1,40,608,AWR,2021,0.10275689223057638
2,40,999,PLSQ,2021,0.0
3,40,999,AWR,2021,3.4444444444444446
4,40,999,CAR,2021,1000.0
5,40,999,NAR,2021,1000.0
6,40,999,SAR,2021,1000.0
7,40,167S,PLSQ,2021,0.0
8,40,167S,THNB,2021,0.10275689223057638
9,40,167N,PLSQ,2021,0.0
10,40,167N,THNB,2021,0.10275689223057638
11,40,505,PLSQ,2021,0.0
12,40,505,ASV,2021,2.333333333333333
13,40,505,IFM,2021,1000.0
14,40,505,THNB,2021,1000.0
0,41,608,PLSQ,2021,0.0
1,41,608,AWR,2021,0.13032581453634084
2,41,999,PLSQ,2021,0.0
3,41,999,AWR,2021,3.5555555555555554
4,41,999,CAR,2021,1000.0
5,41,999,NAR,2021,1000.0
6,41,999,SAR,2021,1000.0
7,41,167S,PLSQ,2021,0.0
8,41,167S,THNB,2021,0.13032581453634084
9,41,167N,PLSQ,2021,0.0
10,41,167N,THNB,2021,0.13032581453634084
11,41,505,PLSQ,2021,0.0
12,41,505,ASV,2021,2.4166666666666665
13,41,505,IFM,2021,1000.0
14,41,505,THNB,2021,1000.0
0,42,608,PLSQ,2021,0.0
1,42,608,AWR,2021,0.1578947368421053
2,42,999,PLSQ,2021,0.0
3,42,999,AWR,2021,3.666666666666666
4,42,999,CAR,2021,1000.0
5,42,999,NAR,2021,1000.0
6,42,999,SAR,2021,1000.0
7,42,167S,PLSQ,2021,0.0
8,42,167S,THNB,2021,0.1578947368421053
9,42,167N,PLSQ,2021,0.0
10,42,167N,THNB,2021,0.1578947368421053
11,42,505,PLSQ,2021,0.0
12,42,505,ASV,2021,2.5
13,42,505,IFM,2021,1000.0
14,42,505,THNB,2021,1000.0
0,43,608,PLSQ,2021,0.0
1,43,608,AWR,2021,0.18546365914786955
2,43,999,PLSQ,2021,0.0
3,43,999,AWR,2021,3.7777777777777777
4,43,999,CAR,2021,1000.0
5,43,999,NAR,2021,1000.0
6,43,999,SAR,2021,1000.0
7,43,167S,PLSQ,2021,0.0
8,43,167S,THNB,2021,0.18546365914786955
9,43,167N,PLSQ,2021,0.0
10,43,167N,THNB,2021,0.18546365914786955
11,43,505,PLSQ,2021,0.0
12,43,505,ASV,2021,2.583333333333333
13,43,505,IFM,2021,1000.0
14,43,505,THNB,2021,1000.0
0,44,608,PLSQ,2021,0.0
1,44,608,AWR,2021,0.21303258145363402
2,44,999,PLSQ,2021,0.0
3,44,999,AWR,2021,3.8888888888888884
4,44,999,CAR,2021,1000.0
5,44,999,NAR,2021,1000.0
6,44,999,SAR,2021,1000.0
7,44,167S,PLSQ,2021,0.0
8,44,167S,THNB,2021,0.21303258145363402
9,44,167N,PLSQ,2021,0.0
10,44,167N,THNB,2021,0.21303258145363402
11,44,505,PLSQ,2021,0.0
12,44,505,ASV,2021,2.6666666666666665
13,44,505,IFM,2021,1000.0
14,44,505,THNB,2021,1000.0
0,45,608,PLSQ,2021,0.0
1,45,608,AWR,2021,0.24060150375939848
2,45,999,PLSQ,2021,0.0
3,45,999,AWR,2021,4.0
4,45,999,CAR,2021,1000.0
5,45,999,NAR,2021,1000.0
6,45,999,SAR,2021,1000.0
7,45,167S,PLSQ,2021,0.0
8,45,167S,THNB,2021,0.24060150375939848
9,45,167N,PLSQ,2021,0.0
10,45,167N,THNB,2021,0.24060150375939848
11,45,505,PLSQ,2021,0.0
12,45,505,ASV,2021,2.75
13,45,505,IFM,2021,1000.0
14,45,505,THNB,2021,1000.0
0,46,608,PLSQ,2021,0.0
1,46,608,AWR,2021,0.2681704260651627
2,46,999,PLSQ,2021,0.0
3,46,999,AWR,2021,4.111111111111111
4,46,999,CAR,2021,1000.0
5,46,999,NAR,2021,1000.0
6,46,999,SAR,2021,1000.0
7,46,167S,PLSQ,2021,0.0
8,46,167S,THNB,2021,0.2681704260651627
9,46,167N,PLSQ,2021,0.0
