constraint,objective_value
ARstart_2021,0.0
AWRConvert2021Ac,33.4744572803759
AWRConvert2025Ac,29.1764969853759
AWRConvert2030Ac,23.5350799503759
AWRConvert2050Ac,21.9001035703759
AWRTotalAc_2021,0.0
AWRTotalAc_2025,0.0
AWRTotalAc_2030,0.0
AWRTotalAc_2050,0.0
ThinSetup,0.0
TotalAcreage,0.0
YearlyAcreage_2021,0.0
YearlyAcreage_2025,0.0
YearlyAcreage_2030,0.0
YearlyAcreage_2050,0.0
167NAcreage_2021,0.0
167NAcreage_2025,2.03678392150376
167NAcreage_2030,-0.386123659999996
167NAcreage_2050,6.94919205
167SAcreage_2021,0.0
167SAcreage_2025,5.69789887
167SAcreage_2030,6.04570389
167SAcreage_2050,14.3312416
505Acreage_2021,0.83123465333334
505Acreage_2025,4.32226181
505Acreage_2030,5.0554924
505Acreage_2050,26.11871493
608Acreage_2021,0.0
608Acreage_2025,3.24341583
608Acreage_2030,3.18715286
608Acreage_2050,15.23469162
999Acreage_2021,0.0
999Acreage_2025,-0.101026058
999Acreage_2030,0.0980658529999996
999Acreage_2050,1.249969006
ARCont2025_CAR,5.22400722155556
ARCont2025_NAR,5.862432836
ARCont2025_SAR,5.596956609
ARcont2030_CAR,5.19284585155556
ARcont2030_NAR,6.275406657
ARcont2030_SAR,5.347934065
ARcont2050_CAR,-9.62022080844444
ARcont2050_NAR,-5.947747114
ARcont2050_SAR,-11.216626046
ThinCont2025_167N,4.41223000612782
ThinCont2025_167S,8.00484115962406
ThinCont2025_505,9.943974605
ThinCont2030_167N,2.28066495962406
ThinCont2030_167S,8.44386455462406
ThinCont2030_505,10.094667675
ThinCont2050_167N,-10.1983395503759
ThinCont2050_167S,-5.90618374537595
ThinCont2050_505,7.17620320999999
