,Run,StandID,MgmtID,Mgmt_Cost
5,189,505,THNB,10.0
6,189,167N,PLSQ,0.0
7,189,167N,THNB,4.2105263157894735
8,189,999,PLSQ,0.0
9,189,999,AWR,10.0
10,189,999,CAR,8.888888888888888
11,189,999,NAR,10.0
12,189,999,SAR,10.0
13,189,608,PLSQ,0.0
14,189,608,AWR,4.2105263157894735
0,190,167S,PLSQ,0.0
1,190,167S,THNB,4.238095238095238
2,190,505,PLSQ,0.0
3,190,505,ASV,10.0
4,190,505,IFM,3.75
5,190,505,THNB,10.0
6,190,167N,PLSQ,0.0
7,190,167N,THNB,4.238095238095238
8,190,999,PLSQ,0.0
9,190,999,AWR,10.0
10,190,999,CAR,9.0
11,190,999,NAR,10.0
12,190,999,SAR,10.0
13,190,608,PLSQ,0.0
14,190,608,AWR,4.238095238095238
0,191,167S,PLSQ,0.0
1,191,167S,THNB,4.265664160401002
2,191,505,PLSQ,0.0
3,191,505,ASV,10.0
4,191,505,IFM,3.833333333333333
5,191,505,THNB,10.0
6,191,167N,PLSQ,0.0
7,191,167N,THNB,4.265664160401002
8,191,999,PLSQ,0.0
9,191,999,AWR,10.0
10,191,999,CAR,9.11111111111111
11,191,999,NAR,10.0
12,191,999,SAR,10.0
13,191,608,PLSQ,0.0
14,191,608,AWR,4.265664160401002
0,192,167S,PLSQ,0.0
1,192,167S,THNB,4.293233082706767
2,192,505,PLSQ,0.0
3,192,505,ASV,10.0
4,192,505,IFM,3.916666666666666
5,192,505,THNB,10.0
6,192,167N,PLSQ,0.0
7,192,167N,THNB,4.293233082706767
8,192,999,PLSQ,0.0
9,192,999,AWR,10.0
10,192,999,CAR,9.222222222222221
11,192,999,NAR,10.0
12,192,999,SAR,10.0
13,192,608,PLSQ,0.0
14,192,608,AWR,4.293233082706767
0,193,167S,PLSQ,0.0
1,193,167S,THNB,4.320802005012531
2,193,505,PLSQ,0.0
3,193,505,ASV,10.0
4,193,505,IFM,4.0
5,193,505,THNB,10.0
6,193,167N,PLSQ,0.0
7,193,167N,THNB,4.320802005012531
8,193,999,PLSQ,0.0
9,193,999,AWR,10.0
10,193,999,CAR,9.333333333333332
11,193,999,NAR,10.0
12,193,999,SAR,10.0
13,193,608,PLSQ,0.0
14,193,608,AWR,4.320802005012531
0,194,167S,PLSQ,0.0
1,194,167S,THNB,4.348370927318295
2,194,505,PLSQ,0.0
3,194,505,ASV,10.0
4,194,505,IFM,4.083333333333333
5,194,505,THNB,10.0
6,194,167N,PLSQ,0.0
7,194,167N,THNB,4.348370927318295
8,194,999,PLSQ,0.0
9,194,999,AWR,10.0
10,194,999,CAR,9.444444444444445
11,194,999,NAR,10.0
12,194,999,SAR,10.0
13,194,608,PLSQ,0.0
14,194,608,AWR,4.348370927318295
0,195,167S,PLSQ,0.0
1,195,167S,THNB,4.37593984962406
2,195,505,PLSQ,0.0
3,195,505,ASV,10.0
4,195,505,IFM,4.166666666666666
5,195,505,THNB,10.0
6,195,167N,PLSQ,0.0
7,195,167N,THNB,4.37593984962406
8,195,999,PLSQ,0.0
9,195,999,AWR,10.0
10,195,999,CAR,9.555555555555555
11,195,999,NAR,10.0
12,195,999,SAR,10.0
13,195,608,PLSQ,0.0
14,195,608,AWR,4.37593984962406
0,196,167S,PLSQ,0.0
1,196,167S,THNB,4.4035087719298245
2,196,505,PLSQ,0.0
3,196,505,ASV,10.0
4,196,505,IFM,4.25
5,196,505,THNB,10.0
6,196,167N,PLSQ,0.0
7,196,167N,THNB,4.4035087719298245
8,196,999,PLSQ,0.0
9,196,999,AWR,10.0
10,196,999,CAR,9.666666666666666
11,196,999,NAR,10.0
12,196,999,SAR,10.0
13,196,608,PLSQ,0.0
14,196,608,AWR,4.4035087719298245
0,197,167S,PLSQ,0.0
1,197,167S,THNB,4.431077694235588
2,197,505,PLSQ,0.0
3,197,505,ASV,10.0
4,197,505,IFM,4.333333333333333
5,197,505,THNB,10.0
6,197,167N,PLSQ,0.0
7,197,167N,THNB,4.431077694235588
8,197,999,PLSQ,0.0
9,197,999,AWR,10.0
10,197,999,CAR,9.777777777777777
11,197,999,NAR,10.0
12,197,999,SAR,10.0
13,197,608,PLSQ,0.0
14,197,608,AWR,4.431077694235588
0,198,167S,PLSQ,0.0
1,198,167S,THNB,4.458646616541353
2,198,505,PLSQ,0.0
3,198,505,ASV,10.0
4,198,505,IFM,4.416666666666666
5,198,505,THNB,10.0
6,198,167N,PLSQ,0.0
7,198,167N,THNB,4.458646616541353
8,198,999,PLSQ,0.0
9,198,999,AWR,10.0
10,198,999,CAR,9.888888888888888
11,198,999,NAR,10.0
12,198,999,SAR,10.0
13,198,608,PLSQ,0.0
14,198,608,AWR,4.458646616541353
0,199,167S,PLSQ,0.0
1,199,167S,THNB,4.486215538847118
2,199,505,PLSQ,0.0
3,199,505,ASV,10.0
4,199,505,IFM,4.5
5,199,505,THNB,10.0
6,199,167N,PLSQ,0.0
7,199,167N,THNB,4.486215538847118
8,199,999,PLSQ,0.0
9,199,999,AWR,10.0
10,199,999,CAR,10.0
11,199,999,NAR,10.0
12,199,999,SAR,10.0
13,199,608,PLSQ,0.0
14,199,608,AWR,4.486215538847118
0,200,167S,PLSQ,0.0
1,200,167S,THNB,4.513784461152882
2,200,505,PLSQ,0.0
3,200,505,ASV,10.0
4,200,505,IFM,4.583333333333333
5,200,505,THNB,10.0
6,200,167N,PLSQ,0.0
7,200,167N,THNB,4.513784461152882
8,200,999,PLSQ,0.0
9,200,999,AWR,10.0
10,200,999,CAR,10.0
11,200,999,NAR,-1.0
12,200,999,SAR,10.0
13,200,608,PLSQ,0.0
14,200,608,AWR,4.513784461152882
0,201,167S,PLSQ,0.0
1,201,167S,THNB,4.541353383458646
2,201,505,PLSQ,0.0
3,201,505,ASV,10.0
4,201,505,IFM,4.666666666666666
5,201,505,THNB,10.0
6,201,167N,PLSQ,0.0
7,201,167N,THNB,4.541353383458646
8,201,999,PLSQ,0.0
9,201,999,AWR,10.0
10,201,999,CAR,10.0
11,201,999,NAR,-0.8888888888888888
12,201,999,SAR,10.0
13,201,608,PLSQ,0.0
14,201,608,AWR,4.541353383458646
0,202,167S,PLSQ,0.0
1,202,167S,THNB,4.568922305764411
2,202,505,PLSQ,0.0
3,202,505,ASV,10.0
4,202,505,IFM,4.75
5,202,505,THNB,10.0
6,202,167N,PLSQ,0.0
7,202,167N,THNB,4.568922305764411
8,202,999,PLSQ,0.0
9,202,999,AWR,10.0
10,202,999,CAR,10.0
11,202,999,NAR,-0.7777777777777778
12,202,999,SAR,10.0
13,202,608,PLSQ,0.0
14,202,608,AWR,4.568922305764411
0,203,167S,PLSQ,0.0
1,203,167S,THNB,4.5964912280701755
2,203,505,PLSQ,0.0
3,203,505,ASV,10.0
4,203,505,IFM,4.833333333333333
5,203,505,THNB,10.0
6,203,167N,PLSQ,0.0
7,203,167N,THNB,4.5964912280701755
8,203,999,PLSQ,0.0
9,203,999,AWR,10.0
10,203,999,CAR,10.0
11,203,999,NAR,-0.6666666666666667
12,203,999,SAR,10.0
13,203,608,PLSQ,0.0
14,203,608,AWR,4.5964912280701755
0,204,167S,PLSQ,0.0
1,204,167S,THNB,4.624060150375939
2,204,505,PLSQ,0.0
3,204,505,ASV,10.0
4,204,505,IFM,4.916666666666666
5,204,505,THNB,10.0
6,204,167N,PLSQ,0.0
7,204,167N,THNB,4.624060150375939
8,204,999,PLSQ,0.0
9,204,999,AWR,10.0
10,204,999,CAR,10.0
11,204,999,NAR,-0.5555555555555556
12,204,999,SAR,10.0
13,204,608,PLSQ,0.0
14,204,608,AWR,4.624060150375939
0,205,167S,PLSQ,0.0
1,205,167S,THNB,4.651629072681704
2,205,505,PLSQ,0.0
3,205,505,ASV,10.0
4,205,505,IFM,5.0
5,205,505,THNB,10.0
6,205,167N,PLSQ,0.0
7,205,167N,THNB,4.651629072681704
8,205,999,PLSQ,0.0
9,205,999,AWR,10.0
10,205,999,CAR,10.0
11,205,999,NAR,-0.4444444444444444
12,205,999,SAR,10.0
13,205,608,PLSQ,0.0
14,205,608,AWR,4.651629072681704
0,206,167S,PLSQ,0.0
1,206,167S,THNB,4.679197994987469
2,206,505,PLSQ,0.0
3,206,505,ASV,10.0
4,206,505,IFM,5.083333333333333
5,206,505,THNB,10.0
6,206,167N,PLSQ,0.0
7,206,167N,THNB,4.679197994987469
8,206,999,PLSQ,0.0
9,206,999,AWR,10.0
10,206,999,CAR,10.0
11,206,999,NAR,-0.33333333333333337
12,206,999,SAR,10.0
13,206,608,PLSQ,0.0
14,206,608,AWR,4.679197994987469
0,207,167S,PLSQ,0.0
1,207,167S,THNB,4.7067669172932325
2,207,505,PLSQ,0.0
3,207,505,ASV,10.0
4,207,505,IFM,5.166666666666666
5,207,505,THNB,10.0
6,207,167N,PLSQ,0.0
7,207,167N,THNB,4.7067669172932325
8,207,999,PLSQ,0.0
9,207,999,AWR,10.0
10,207,999,CAR,10.0
11,207,999,NAR,-0.22222222222222232
12,207,999,SAR,10.0
13,207,608,PLSQ,0.0
14,207,608,AWR,4.7067669172932325
0,208,167S,PLSQ,0.0
1,208,167S,THNB,4.734335839598997
2,208,505,PLSQ,0.0
3,208,505,ASV,10.0
4,208,505,IFM,5.25
5,208,505,THNB,10.0
6,208,167N,PLSQ,0.0
7,208,167N,THNB,4.734335839598997
8,208,999,PLSQ,0.0
9,208,999,AWR,10.0
10,208,999,CAR,10.0
11,208,999,NAR,-0.11111111111111116
12,208,999,SAR,10.0
13,208,608,PLSQ,0.0
14,208,608,AWR,4.734335839598997
0,209,167S,PLSQ,0.0
1,209,167S,THNB,4.761904761904762
2,209,505,PLSQ,0.0
3,209,505,ASV,10.0
4,209,505,IFM,5.333333333333333
5,209,505,THNB,10.0
6,209,167N,PLSQ,0.0
7,209,167N,THNB,4.761904761904762
8,209,999,PLSQ,0.0
9,209,999,AWR,10.0
10,209,999,CAR,10.0
11,209,999,NAR,0.0
12,209,999,SAR,10.0
13,209,608,PLSQ,0.0
14,209,608,AWR,4.761904761904762
0,210,167S,PLSQ,0.0
1,210,167S,THNB,4.789473684210526
2,210,505,PLSQ,0.0
3,210,505,ASV,10.0
4,210,505,IFM,5.416666666666666
5,210,505,THNB,10.0
6,210,167N,PLSQ,0.0
7,210,167N,THNB,4.789473684210526
8,210,999,PLSQ,0.0
9,210,999,AWR,10.0
10,210,999,CAR,10.0
11,210,999,NAR,0.11111111111111116
12,210,999,SAR,10.0
13,210,608,PLSQ,0.0
14,210,608,AWR,4.789473684210526
0,211,167S,PLSQ,0.0
1,211,167S,THNB,4.81704260651629
2,211,505,PLSQ,0.0
3,211,505,ASV,10.0
4,211,505,IFM,5.5
5,211,505,THNB,10.0
6,211,167N,PLSQ,0.0
7,211,167N,THNB,4.81704260651629
8,211,999,PLSQ,0.0
9,211,999,AWR,10.0
10,211,999,CAR,10.0
11,211,999,NAR,0.2222222222222221
12,211,999,SAR,10.0
13,211,608,PLSQ,0.0
14,211,608,AWR,4.81704260651629
0,212,167S,PLSQ,0.0
1,212,167S,THNB,4.844611528822055
2,212,505,PLSQ,0.0
3,212,505,ASV,10.0
4,212,505,IFM,5.583333333333333
5,212,505,THNB,10.0
6,212,167N,PLSQ,0.0
7,212,167N,THNB,4.844611528822055
8,212,999,PLSQ,0.0
9,212,999,AWR,10.0
10,212,999,CAR,10.0
11,212,999,NAR,0.33333333333333326
12,212,999,SAR,10.0
13,212,608,PLSQ,0.0
14,212,608,AWR,4.844611528822055
0,213,167S,PLSQ,0.0
1,213,167S,THNB,4.872180451127819
2,213,505,PLSQ,0.0
3,213,505,ASV,10.0
4,213,505,IFM,5.666666666666666
5,213,505,THNB,10.0
6,213,167N,PLSQ,0.0
7,213,167N,THNB,4.872180451127819
8,213,999,PLSQ,0.0
9,213,999,AWR,10.0
10,213,999,CAR,10.0
11,213,999,NAR,0.4444444444444444
12,213,999,SAR,10.0
13,213,608,PLSQ,0.0
14,213,608,AWR,4.872180451127819
0,214,167S,PLSQ,0.0
1,214,167S,THNB,4.8997493734335835
2,214,505,PLSQ,0.0
3,214,505,ASV,10.0
4,214,505,IFM,5.75
5,214,505,THNB,10.0
6,214,167N,PLSQ,0.0
7,214,167N,THNB,4.8997493734335835
8,214,999,PLSQ,0.0
9,214,999,AWR,10.0
10,214,999,CAR,10.0
11,214,999,NAR,0.5555555555555554
12,214,999,SAR,10.0
13,214,608,PLSQ,0.0
14,214,608,AWR,4.8997493734335835
0,215,167S,PLSQ,0.0
1,215,167S,THNB,4.927318295739348
2,215,505,PLSQ,0.0
3,215,505,ASV,10.0
4,215,505,IFM,5.833333333333333
5,215,505,THNB,10.0
6,215,167N,PLSQ,0.0
7,215,167N,THNB,4.927318295739348
8,215,999,PLSQ,0.0
9,215,999,AWR,10.0
10,215,999,CAR,10.0
11,215,999,NAR,0.6666666666666665
12,215,999,SAR,10.0
13,215,608,PLSQ,0.0
14,215,608,AWR,4.927318295739348
0,216,167S,PLSQ,0.0
1,216,167S,THNB,4.954887218045112
2,216,505,PLSQ,0.0
3,216,505,ASV,10.0
4,216,505,IFM,5.916666666666666
5,216,505,THNB,10.0
6,216,167N,PLSQ,0.0
7,216,167N,THNB,4.954887218045112
8,216,999,PLSQ,0.0
9,216,999,AWR,10.0
10,216,999,CAR,10.0
11,216,999,NAR,0.7777777777777777
12,216,999,SAR,10.0
13,216,608,PLSQ,0.0
14,216,608,AWR,4.954887218045112
0,217,167S,PLSQ,0.0
1,217,167S,THNB,4.982456140350877
2,217,505,PLSQ,0.0
3,217,505,ASV,10.0
4,217,505,IFM,6.0
5,217,505,THNB,10.0
6,217,167N,PLSQ,0.0
7,217,167N,THNB,4.982456140350877
8,217,999,PLSQ,0.0
9,217,999,AWR,10.0
10,217,999,CAR,10.0
11,217,999,NAR,0.8888888888888888
12,217,999,SAR,10.0
13,217,608,PLSQ,0.0
14,217,608,AWR,4.982456140350877
0,218,167S,PLSQ,0.0
1,218,167S,THNB,5.010025062656641
2,218,505,PLSQ,0.0
3,218,505,ASV,10.0
4,218,505,IFM,6.083333333333333
5,218,505,THNB,10.0
6,218,167N,PLSQ,0.0
7,218,167N,THNB,5.010025062656641
8,218,999,PLSQ,0.0
9,218,999,AWR,10.0
10,218,999,CAR,10.0
11,218,999,NAR,1.0
12,218,999,SAR,10.0
13,218,608,PLSQ,0.0
14,218,608,AWR,5.010025062656641
0,219,167S,PLSQ,0.0
1,219,167S,THNB,5.037593984962406
2,219,505,PLSQ,0.0
3,219,505,ASV,10.0
4,219,505,IFM,6.166666666666666
5,219,505,THNB,10.0
6,219,167N,PLSQ,0.0
7,219,167N,THNB,5.037593984962406
8,219,999,PLSQ,0.0
9,219,999,AWR,10.0
10,219,999,CAR,10.0
11,219,999,NAR,1.1111111111111112
12,219,999,SAR,10.0
13,219,608,PLSQ,0.0
14,219,608,AWR,5.037593984962406
0,220,167S,PLSQ,0.0
1,220,167S,THNB,5.06516290726817
2,220,505,PLSQ,0.0
3,220,505,ASV,10.0
4,220,505,IFM,6.25
5,220,505,THNB,10.0
6,220,167N,PLSQ,0.0
7,220,167N,THNB,5.06516290726817
8,220,999,PLSQ,0.0
9,220,999,AWR,10.0
10,220,999,CAR,10.0
11,220,999,NAR,1.2222222222222223
12,220,999,SAR,10.0
13,220,608,PLSQ,0.0
14,220,608,AWR,5.06516290726817
0,221,167S,PLSQ,0.0
1,221,167S,THNB,5.0927318295739346
2,221,505,PLSQ,0.0
3,221,505,ASV,10.0
4,221,505,IFM,6.333333333333333
5,221,505,THNB,10.0
6,221,167N,PLSQ,0.0
7,221,167N,THNB,5.0927318295739346
8,221,999,PLSQ,0.0
9,221,999,AWR,10.0
10,221,999,CAR,10.0
11,221,999,NAR,1.333333333333333
12,221,999,SAR,10.0
13,221,608,PLSQ,0.0
14,221,608,AWR,5.0927318295739346
0,222,167S,PLSQ,0.0
1,222,167S,THNB,5.120300751879699
2,222,505,PLSQ,0.0
3,222,505,ASV,10.0
4,222,505,IFM,6.416666666666666
5,222,505,THNB,10.0
6,222,167N,PLSQ,0.0
7,222,167N,THNB,5.120300751879699
8,222,999,PLSQ,0.0
9,222,999,AWR,10.0
10,222,999,CAR,10.0
11,222,999,NAR,1.4444444444444442
12,222,999,SAR,10.0
13,222,608,PLSQ,0.0
14,222,608,AWR,5.120300751879699
0,223,167S,PLSQ,0.0
1,223,167S,THNB,5.147869674185463
2,223,505,PLSQ,0.0
3,223,505,ASV,10.0
4,223,505,IFM,6.5
5,223,505,THNB,10.0
6,223,167N,PLSQ,0.0
7,223,167N,THNB,5.147869674185463
8,223,999,PLSQ,0.0
9,223,999,AWR,10.0
10,223,999,CAR,10.0
11,223,999,NAR,1.5555555555555554
12,223,999,SAR,10.0
13,223,608,PLSQ,0.0
14,223,608,AWR,5.147869674185463
0,224,167S,PLSQ,0.0
1,224,167S,THNB,5.175438596491228
2,224,505,PLSQ,0.0
3,224,505,ASV,10.0
4,224,505,IFM,6.583333333333333
5,224,505,THNB,10.0
6,224,167N,PLSQ,0.0
7,224,167N,THNB,5.175438596491228
8,224,999,PLSQ,0.0
9,224,999,AWR,10.0
10,224,999,CAR,10.0
11,224,999,NAR,1.6666666666666665
12,224,999,SAR,10.0
13,224,608,PLSQ,0.0
14,224,608,AWR,5.175438596491228
0,225,167S,PLSQ,0.0
1,225,167S,THNB,5.203007518796992
2,225,505,PLSQ,0.0
3,225,505,ASV,10.0
4,225,505,IFM,6.666666666666666
5,225,505,THNB,10.0
6,225,167N,PLSQ,0.0
7,225,167N,THNB,5.203007518796992
8,225,999,PLSQ,0.0
9,225,999,AWR,10.0
10,225,999,CAR,10.0
11,225,999,NAR,1.7777777777777777
12,225,999,SAR,10.0
13,225,608,PLSQ,0.0
14,225,608,AWR,5.203007518796992
0,226,167S,PLSQ,0.0
1,226,167S,THNB,5.230576441102756
2,226,505,PLSQ,0.0
3,226,505,ASV,10.0
4,226,505,IFM,6.75
5,226,505,THNB,10.0
6,226,167N,PLSQ,0.0
7,226,167N,THNB,5.230576441102756
8,226,999,PLSQ,0.0
9,226,999,AWR,10.0
10,226,999,CAR,10.0
11,226,999,NAR,1.8888888888888888
12,226,999,SAR,10.0
13,226,608,PLSQ,0.0
14,226,608,AWR,5.230576441102756
0,227,167S,PLSQ,0.0
1,227,167S,THNB,5.258145363408521
2,227,505,PLSQ,0.0
3,227,505,ASV,10.0
4,227,505,IFM,6.833333333333333
5,227,505,THNB,10.0
6,227,167N,PLSQ,0.0
7,227,167N,THNB,5.258145363408521
8,227,999,PLSQ,0.0
9,227,999,AWR,10.0
10,227,999,CAR,10.0
11,227,999,NAR,2.0
12,227,999,SAR,10.0
13,227,608,PLSQ,0.0
14,227,608,AWR,5.258145363408521
0,228,167S,PLSQ,0.0
1,228,167S,THNB,5.285714285714286
2,228,505,PLSQ,0.0
3,228,505,ASV,10.0
4,228,505,IFM,6.916666666666666
5,228,505,THNB,10.0
6,228,167N,PLSQ,0.0
7,228,167N,THNB,5.285714285714286
8,228,999,PLSQ,0.0
9,228,999,AWR,10.0
10,228,999,CAR,10.0
11,228,999,NAR,2.1111111111111107
12,228,999,SAR,10.0
13,228,608,PLSQ,0.0
14,228,608,AWR,5.285714285714286
0,229,167S,PLSQ,0.0
1,229,167S,THNB,5.313283208020049
2,229,505,PLSQ,0.0
3,229,505,ASV,10.0
4,229,505,IFM,7.0
5,229,505,THNB,10.0
6,229,167N,PLSQ,0.0
7,229,167N,THNB,5.313283208020049
8,229,999,PLSQ,0.0
9,229,999,AWR,10.0
10,229,999,CAR,10.0
11,229,999,NAR,2.222222222222222
12,229,999,SAR,10.0
13,229,608,PLSQ,0.0
14,229,608,AWR,5.313283208020049
0,230,167S,PLSQ,0.0
1,230,167S,THNB,5.340852130325814
2,230,505,PLSQ,0.0
3,230,505,ASV,10.0
4,230,505,IFM,7.083333333333332
5,230,505,THNB,10.0
6,230,167N,PLSQ,0.0
7,230,167N,THNB,5.340852130325814
8,230,999,PLSQ,0.0
9,230,999,AWR,10.0
10,230,999,CAR,10.0
11,230,999,NAR,2.333333333333333
12,230,999,SAR,10.0
13,230,608,PLSQ,0.0
14,230,608,AWR,5.340852130325814
0,231,167S,PLSQ,0.0
1,231,167S,THNB,5.368421052631579
2,231,505,PLSQ,0.0
3,231,505,ASV,10.0
4,231,505,IFM,7.166666666666666
5,231,505,THNB,10.0
6,231,167N,PLSQ,0.0
7,231,167N,THNB,5.368421052631579
8,231,999,PLSQ,0.0
9,231,999,AWR,10.0
10,231,999,CAR,10.0
11,231,999,NAR,2.444444444444444
12,231,999,SAR,10.0
13,231,608,PLSQ,0.0
14,231,608,AWR,5.368421052631579
0,232,167S,PLSQ,0.0
1,232,167S,THNB,5.3959899749373434
2,232,505,PLSQ,0.0
3,232,505,ASV,10.0
4,232,505,IFM,7.25
5,232,505,THNB,10.0
6,232,167N,PLSQ,0.0
7,232,167N,THNB,5.3959899749373434
8,232,999,PLSQ,0.0
9,232,999,AWR,10.0
10,232,999,CAR,10.0
11,232,999,NAR,2.5555555555555554
12,232,999,SAR,10.0
13,232,608,PLSQ,0.0
14,232,608,AWR,5.3959899749373434
0,233,167S,PLSQ,0.0
1,233,167S,THNB,5.423558897243107
2,233,505,PLSQ,0.0
3,233,505,ASV,10.0
4,233,505,IFM,7.333333333333332
5,233,505,THNB,10.0
6,233,167N,PLSQ,0.0
7,233,167N,THNB,5.423558897243107
8,233,999,PLSQ,0.0
9,233,999,AWR,10.0
10,233,999,CAR,10.0
11,233,999,NAR,2.6666666666666665
12,233,999,SAR,10.0
13,233,608,PLSQ,0.0
14,233,608,AWR,5.423558897243107
0,234,167S,PLSQ,0.0
1,234,167S,THNB,5.451127819548872
2,234,505,PLSQ,0.0
3,234,505,ASV,10.0
4,234,505,IFM,7.416666666666666
5,234,505,THNB,10.0
6,234,167N,PLSQ,0.0
7,234,167N,THNB,5.451127819548872
8,234,999,PLSQ,0.0
9,234,999,AWR,10.0
10,234,999,CAR,10.0
11,234,999,NAR,2.7777777777777777
12,234,999,SAR,10.0
13,234,608,PLSQ,0.0
14,234,608,AWR,5.451127819548872
0,235,167S,PLSQ,0.0
1,235,167S,THNB,5.478696741854637
2,235,505,PLSQ,0.0
3,235,505,ASV,10.0
4,235,505,IFM,7.5
5,235,505,THNB,10.0
6,235,167N,PLSQ,0.0
7,235,167N,THNB,5.478696741854637
8,235,999,PLSQ,0.0
9,235,999,AWR,10.0
10,235,999,CAR,10.0
11,235,999,NAR,2.888888888888889
12,235,999,SAR,10.0
13,235,608,PLSQ,0.0
14,235,608,AWR,5.478696741854637
0,236,167S,PLSQ,0.0
1,236,167S,THNB,5.5062656641604
2,236,505,PLSQ,0.0
3,236,505,ASV,10.0
4,236,505,IFM,7.583333333333332
5,236,505,THNB,10.0
6,236,167N,PLSQ,0.0
7,236,167N,THNB,5.5062656641604
8,236,999,PLSQ,0.0
9,236,999,AWR,10.0
10,236,999,CAR,10.0
11,236,999,NAR,3.0
12,236,999,SAR,10.0
13,236,608,PLSQ,0.0
14,236,608,AWR,5.5062656641604
0,237,167S,PLSQ,0.0
1,237,167S,THNB,5.533834586466165
2,237,505,PLSQ,0.0
3,237,505,ASV,10.0
4,237,505,IFM,7.666666666666666
5,237,505,THNB,10.0
6,237,167N,PLSQ,0.0
7,237,167N,THNB,5.533834586466165
8,237,999,PLSQ,0.0
9,237,999,AWR,10.0
10,237,999,CAR,10.0
11,237,999,NAR,3.1111111111111107
12,237,999,SAR,10.0
13,237,608,PLSQ,0.0
14,237,608,AWR,5.533834586466165
0,238,167S,PLSQ,0.0
1,238,167S,THNB,5.56140350877193
2,238,505,PLSQ,0.0
3,238,505,ASV,10.0
4,238,505,IFM,7.75
5,238,505,THNB,10.0
6,238,167N,PLSQ,0.0
7,238,167N,THNB,5.56140350877193
8,238,999,PLSQ,0.0
9,238,999,AWR,10.0
10,238,999,CAR,10.0
11,238,999,NAR,3.2222222222222223
12,238,999,SAR,10.0
13,238,608,PLSQ,0.0
14,238,608,AWR,5.56140350877193
0,239,167S,PLSQ,0.0
1,239,167S,THNB,5.588972431077694
2,239,505,PLSQ,0.0
3,239,505,ASV,10.0
4,239,505,IFM,7.833333333333332
5,239,505,THNB,10.0
6,239,167N,PLSQ,0.0
7,239,167N,THNB,5.588972431077694
8,239,999,PLSQ,0.0
9,239,999,AWR,10.0
10,239,999,CAR,10.0
11,239,999,NAR,3.333333333333333
12,239,999,SAR,10.0
13,239,608,PLSQ,0.0
14,239,608,AWR,5.588972431077694
0,240,167S,PLSQ,0.0
1,240,167S,THNB,5.616541353383458
2,240,505,PLSQ,0.0
3,240,505,ASV,10.0
4,240,505,IFM,7.916666666666666
5,240,505,THNB,10.0
6,240,167N,PLSQ,0.0
7,240,167N,THNB,5.616541353383458
8,240,999,PLSQ,0.0
9,240,999,AWR,10.0
10,240,999,CAR,10.0
11,240,999,NAR,3.4444444444444446
12,240,999,SAR,10.0
13,240,608,PLSQ,0.0
14,240,608,AWR,5.616541353383458
0,241,167S,PLSQ,0.0
1,241,167S,THNB,5.644110275689223
2,241,505,PLSQ,0.0
3,241,505,ASV,10.0
4,241,505,IFM,8.0
5,241,505,THNB,10.0
6,241,167N,PLSQ,0.0
7,241,167N,THNB,5.644110275689223
8,241,999,PLSQ,0.0
9,241,999,AWR,10.0
10,241,999,CAR,10.0
11,241,999,NAR,3.5555555555555554
12,241,999,SAR,10.0
13,241,608,PLSQ,0.0
14,241,608,AWR,5.644110275689223
0,242,167S,PLSQ,0.0
1,242,167S,THNB,5.671679197994987
2,242,505,PLSQ,0.0
3,242,505,ASV,10.0
4,242,505,IFM,8.083333333333332
5,242,505,THNB,10.0
6,242,167N,PLSQ,0.0
7,242,167N,THNB,5.671679197994987
8,242,999,PLSQ,0.0
9,242,999,AWR,10.0
10,242,999,CAR,10.0
11,242,999,NAR,3.666666666666666
12,242,999,SAR,10.0
13,242,608,PLSQ,0.0
14,242,608,AWR,5.671679197994987
0,243,167S,PLSQ,0.0
1,243,167S,THNB,5.6992481203007515
2,243,505,PLSQ,0.0
3,243,505,ASV,10.0
4,243,505,IFM,8.166666666666666
5,243,505,THNB,10.0
6,243,167N,PLSQ,0.0
7,243,167N,THNB,5.6992481203007515
8,243,999,PLSQ,0.0
9,243,999,AWR,10.0
10,243,999,CAR,10.0
11,243,999,NAR,3.7777777777777777
12,243,999,SAR,10.0
13,243,608,PLSQ,0.0
14,243,608,AWR,5.6992481203007515
0,244,167S,PLSQ,0.0
1,244,167S,THNB,5.726817042606516
2,244,505,PLSQ,0.0
3,244,505,ASV,10.0
4,244,505,IFM,8.25
5,244,505,THNB,10.0
6,244,167N,PLSQ,0.0
7,244,167N,THNB,5.726817042606516
8,244,999,PLSQ,0.0
9,244,999,AWR,10.0
10,244,999,CAR,10.0
11,244,999,NAR,3.8888888888888884
12,244,999,SAR,10.0
13,244,608,PLSQ,0.0
14,244,608,AWR,5.726817042606516
0,245,167S,PLSQ,0.0
1,245,167S,THNB,5.75438596491228
2,245,505,PLSQ,0.0
3,245,505,ASV,10.0
4,245,505,IFM,8.333333333333332
5,245,505,THNB,10.0
6,245,167N,PLSQ,0.0
7,245,167N,THNB,5.75438596491228
8,245,999,PLSQ,0.0
9,245,999,AWR,10.0
10,245,999,CAR,10.0
11,245,999,NAR,4.0
12,245,999,SAR,10.0
13,245,608,PLSQ,0.0
14,245,608,AWR,5.75438596491228
0,246,167S,PLSQ,0.0
1,246,167S,THNB,5.781954887218045
2,246,505,PLSQ,0.0
3,246,505,ASV,10.0
4,246,505,IFM,8.416666666666666
5,246,505,THNB,10.0
6,246,167N,PLSQ,0.0
7,246,167N,THNB,5.781954887218045
8,246,999,PLSQ,0.0
9,246,999,AWR,10.0
10,246,999,CAR,10.0
