,Run,StandID,MgmtID,Mgmt_Cost
11,246,999,NAR,4.111111111111111
12,246,999,SAR,10.0
13,246,608,PLSQ,0.0
14,246,608,AWR,5.781954887218045
0,247,167S,PLSQ,0.0
1,247,167S,THNB,5.809523809523809
2,247,505,PLSQ,0.0
3,247,505,ASV,10.0
4,247,505,IFM,8.5
5,247,505,THNB,10.0
6,247,167N,PLSQ,0.0
7,247,167N,THNB,5.809523809523809
8,247,999,PLSQ,0.0
9,247,999,AWR,10.0
10,247,999,CAR,10.0
11,247,999,NAR,4.222222222222222
12,247,999,SAR,10.0
13,247,608,PLSQ,0.0
14,247,608,AWR,5.809523809523809
0,248,167S,PLSQ,0.0
1,248,167S,THNB,5.837092731829573
2,248,505,PLSQ,0.0
3,248,505,ASV,10.0
4,248,505,IFM,8.583333333333332
5,248,505,THNB,10.0
6,248,167N,PLSQ,0.0
7,248,167N,THNB,5.837092731829573
8,248,999,PLSQ,0.0
9,248,999,AWR,10.0
10,248,999,CAR,10.0
11,248,999,NAR,4.333333333333333
12,248,999,SAR,10.0
13,248,608,PLSQ,0.0
14,248,608,AWR,5.837092731829573
0,249,167S,PLSQ,0.0
1,249,167S,THNB,5.864661654135338
2,249,505,PLSQ,0.0
3,249,505,ASV,10.0
4,249,505,IFM,8.666666666666666
5,249,505,THNB,10.0
6,249,167N,PLSQ,0.0
7,249,167N,THNB,5.864661654135338
8,249,999,PLSQ,0.0
9,249,999,AWR,10.0
10,249,999,CAR,10.0
11,249,999,NAR,4.444444444444444
12,249,999,SAR,10.0
13,249,608,PLSQ,0.0
14,249,608,AWR,5.864661654135338
0,250,167S,PLSQ,0.0
1,250,167S,THNB,5.8922305764411025
2,250,505,PLSQ,0.0
3,250,505,ASV,10.0
4,250,505,IFM,8.75
5,250,505,THNB,10.0
6,250,167N,PLSQ,0.0
7,250,167N,THNB,5.8922305764411025
8,250,999,PLSQ,0.0
9,250,999,AWR,10.0
10,250,999,CAR,10.0
11,250,999,NAR,4.555555555555555
12,250,999,SAR,10.0
13,250,608,PLSQ,0.0
14,250,608,AWR,5.8922305764411025
0,251,167S,PLSQ,0.0
1,251,167S,THNB,5.919799498746867
2,251,505,PLSQ,0.0
3,251,505,ASV,10.0
4,251,505,IFM,8.833333333333332
5,251,505,THNB,10.0
6,251,167N,PLSQ,0.0
7,251,167N,THNB,5.919799498746867
8,251,999,PLSQ,0.0
9,251,999,AWR,10.0
10,251,999,CAR,10.0
11,251,999,NAR,4.666666666666666
12,251,999,SAR,10.0
13,251,608,PLSQ,0.0
14,251,608,AWR,5.919799498746867
0,252,167S,PLSQ,0.0
1,252,167S,THNB,5.947368421052631
2,252,505,PLSQ,0.0
3,252,505,ASV,10.0
4,252,505,IFM,8.916666666666666
5,252,505,THNB,10.0
6,252,167N,PLSQ,0.0
7,252,167N,THNB,5.947368421052631
8,252,999,PLSQ,0.0
9,252,999,AWR,10.0
10,252,999,CAR,10.0
11,252,999,NAR,4.777777777777778
12,252,999,SAR,10.0
13,252,608,PLSQ,0.0
14,252,608,AWR,5.947368421052631
0,253,167S,PLSQ,0.0
1,253,167S,THNB,5.974937343358396
2,253,505,PLSQ,0.0
3,253,505,ASV,10.0
4,253,505,IFM,9.0
5,253,505,THNB,10.0
6,253,167N,PLSQ,0.0
7,253,167N,THNB,5.974937343358396
8,253,999,PLSQ,0.0
9,253,999,AWR,10.0
10,253,999,CAR,10.0
11,253,999,NAR,4.888888888888888
12,253,999,SAR,10.0
13,253,608,PLSQ,0.0
14,253,608,AWR,5.974937343358396
0,254,167S,PLSQ,0.0
1,254,167S,THNB,6.00250626566416
2,254,505,PLSQ,0.0
3,254,505,ASV,10.0
4,254,505,IFM,9.083333333333332
5,254,505,THNB,10.0
6,254,167N,PLSQ,0.0
7,254,167N,THNB,6.00250626566416
8,254,999,PLSQ,0.0
9,254,999,AWR,10.0
10,254,999,CAR,10.0
11,254,999,NAR,5.0
12,254,999,SAR,10.0
13,254,608,PLSQ,0.0
14,254,608,AWR,6.00250626566416
0,255,167S,PLSQ,0.0
1,255,167S,THNB,6.030075187969924
2,255,505,PLSQ,0.0
3,255,505,ASV,10.0
4,255,505,IFM,9.166666666666666
5,255,505,THNB,10.0
6,255,167N,PLSQ,0.0
7,255,167N,THNB,6.030075187969924
8,255,999,PLSQ,0.0
9,255,999,AWR,10.0
10,255,999,CAR,10.0
11,255,999,NAR,5.111111111111111
12,255,999,SAR,10.0
13,255,608,PLSQ,0.0
14,255,608,AWR,6.030075187969924
0,256,167S,PLSQ,0.0
1,256,167S,THNB,6.057644110275689
2,256,505,PLSQ,0.0
3,256,505,ASV,10.0
4,256,505,IFM,9.25
5,256,505,THNB,10.0
6,256,167N,PLSQ,0.0
7,256,167N,THNB,6.057644110275689
8,256,999,PLSQ,0.0
9,256,999,AWR,10.0
10,256,999,CAR,10.0
11,256,999,NAR,5.222222222222221
12,256,999,SAR,10.0
13,256,608,PLSQ,0.0
14,256,608,AWR,6.057644110275689
0,257,167S,PLSQ,0.0
1,257,167S,THNB,6.0852130325814535
2,257,505,PLSQ,0.0
3,257,505,ASV,10.0
4,257,505,IFM,9.333333333333332
5,257,505,THNB,10.0
6,257,167N,PLSQ,0.0
7,257,167N,THNB,6.0852130325814535
8,257,999,PLSQ,0.0
9,257,999,AWR,10.0
10,257,999,CAR,10.0
11,257,999,NAR,5.333333333333333
12,257,999,SAR,10.0
13,257,608,PLSQ,0.0
14,257,608,AWR,6.0852130325814535
0,258,167S,PLSQ,0.0
1,258,167S,THNB,6.112781954887217
2,258,505,PLSQ,0.0
3,258,505,ASV,10.0
4,258,505,IFM,9.416666666666666
5,258,505,THNB,10.0
6,258,167N,PLSQ,0.0
7,258,167N,THNB,6.112781954887217
8,258,999,PLSQ,0.0
9,258,999,AWR,10.0
10,258,999,CAR,10.0
11,258,999,NAR,5.444444444444444
12,258,999,SAR,10.0
13,258,608,PLSQ,0.0
14,258,608,AWR,6.112781954887217
0,259,167S,PLSQ,0.0
1,259,167S,THNB,6.140350877192982
2,259,505,PLSQ,0.0
3,259,505,ASV,10.0
4,259,505,IFM,9.5
5,259,505,THNB,10.0
6,259,167N,PLSQ,0.0
7,259,167N,THNB,6.140350877192982
8,259,999,PLSQ,0.0
9,259,999,AWR,10.0
10,259,999,CAR,10.0
11,259,999,NAR,5.555555555555555
12,259,999,SAR,10.0
13,259,608,PLSQ,0.0
14,259,608,AWR,6.140350877192982
0,260,167S,PLSQ,0.0
1,260,167S,THNB,6.167919799498747
2,260,505,PLSQ,0.0
3,260,505,ASV,10.0
4,260,505,IFM,9.583333333333332
5,260,505,THNB,10.0
6,260,167N,PLSQ,0.0
7,260,167N,THNB,6.167919799498747
8,260,999,PLSQ,0.0
9,260,999,AWR,10.0
10,260,999,CAR,10.0
11,260,999,NAR,5.666666666666666
12,260,999,SAR,10.0
13,260,608,PLSQ,0.0
14,260,608,AWR,6.167919799498747
0,261,167S,PLSQ,0.0
1,261,167S,THNB,6.1954887218045105
2,261,505,PLSQ,0.0
3,261,505,ASV,10.0
4,261,505,IFM,9.666666666666666
5,261,505,THNB,10.0
6,261,167N,PLSQ,0.0
7,261,167N,THNB,6.1954887218045105
8,261,999,PLSQ,0.0
9,261,999,AWR,10.0
10,261,999,CAR,10.0
11,261,999,NAR,5.777777777777778
12,261,999,SAR,10.0
13,261,608,PLSQ,0.0
14,261,608,AWR,6.1954887218045105
0,262,167S,PLSQ,0.0
1,262,167S,THNB,6.223057644110275
2,262,505,PLSQ,0.0
3,262,505,ASV,10.0
4,262,505,IFM,9.75
5,262,505,THNB,10.0
6,262,167N,PLSQ,0.0
7,262,167N,THNB,6.223057644110275
8,262,999,PLSQ,0.0
9,262,999,AWR,10.0
10,262,999,CAR,10.0
11,262,999,NAR,5.888888888888888
12,262,999,SAR,10.0
13,262,608,PLSQ,0.0
14,262,608,AWR,6.223057644110275
0,263,167S,PLSQ,0.0
1,263,167S,THNB,6.25062656641604
2,263,505,PLSQ,0.0
3,263,505,ASV,10.0
4,263,505,IFM,9.833333333333332
5,263,505,THNB,10.0
6,263,167N,PLSQ,0.0
7,263,167N,THNB,6.25062656641604
8,263,999,PLSQ,0.0
9,263,999,AWR,10.0
10,263,999,CAR,10.0
11,263,999,NAR,6.0
12,263,999,SAR,10.0
13,263,608,PLSQ,0.0
14,263,608,AWR,6.25062656641604
0,264,167S,PLSQ,0.0
1,264,167S,THNB,6.2781954887218046
2,264,505,PLSQ,0.0
3,264,505,ASV,10.0
4,264,505,IFM,9.916666666666666
5,264,505,THNB,10.0
6,264,167N,PLSQ,0.0
7,264,167N,THNB,6.2781954887218046
8,264,999,PLSQ,0.0
9,264,999,AWR,10.0
10,264,999,CAR,10.0
11,264,999,NAR,6.111111111111111
12,264,999,SAR,10.0
13,264,608,PLSQ,0.0
14,264,608,AWR,6.2781954887218046
0,265,167S,PLSQ,0.0
1,265,167S,THNB,6.305764411027568
2,265,505,PLSQ,0.0
3,265,505,ASV,10.0
4,265,505,IFM,10.0
5,265,505,THNB,10.0
6,265,167N,PLSQ,0.0
7,265,167N,THNB,6.305764411027568
8,265,999,PLSQ,0.0
9,265,999,AWR,10.0
10,265,999,CAR,10.0
11,265,999,NAR,6.222222222222221
12,265,999,SAR,10.0
13,265,608,PLSQ,0.0
14,265,608,AWR,6.305764411027568
0,266,167S,PLSQ,0.0
1,266,167S,THNB,6.333333333333333
2,266,505,PLSQ,0.0
3,266,505,ASV,10.0
4,266,505,IFM,10.0
5,266,505,THNB,-1.0
6,266,167N,PLSQ,0.0
7,266,167N,THNB,6.333333333333333
8,266,999,PLSQ,0.0
9,266,999,AWR,10.0
10,266,999,CAR,10.0
11,266,999,NAR,6.333333333333333
12,266,999,SAR,10.0
13,266,608,PLSQ,0.0
14,266,608,AWR,6.333333333333333
0,267,167S,PLSQ,0.0
1,267,167S,THNB,6.360902255639098
2,267,505,PLSQ,0.0
3,267,505,ASV,10.0
4,267,505,IFM,10.0
5,267,505,THNB,-0.9172932330827068
6,267,167N,PLSQ,0.0
7,267,167N,THNB,6.360902255639098
8,267,999,PLSQ,0.0
9,267,999,AWR,10.0
10,267,999,CAR,10.0
11,267,999,NAR,6.444444444444444
12,267,999,SAR,10.0
13,267,608,PLSQ,0.0
14,267,608,AWR,6.360902255639098
0,268,167S,PLSQ,0.0
1,268,167S,THNB,6.3884711779448615
2,268,505,PLSQ,0.0
3,268,505,ASV,10.0
4,268,505,IFM,10.0
5,268,505,THNB,-0.8345864661654135
6,268,167N,PLSQ,0.0
7,268,167N,THNB,6.3884711779448615
8,268,999,PLSQ,0.0
9,268,999,AWR,10.0
10,268,999,CAR,10.0
11,268,999,NAR,6.555555555555555
12,268,999,SAR,10.0
13,268,608,PLSQ,0.0
14,268,608,AWR,6.3884711779448615
0,269,167S,PLSQ,0.0
1,269,167S,THNB,6.416040100250626
2,269,505,PLSQ,0.0
3,269,505,ASV,10.0
4,269,505,IFM,10.0
5,269,505,THNB,-0.7518796992481203
6,269,167N,PLSQ,0.0
7,269,167N,THNB,6.416040100250626
8,269,999,PLSQ,0.0
9,269,999,AWR,10.0
10,269,999,CAR,10.0
11,269,999,NAR,6.666666666666666
12,269,999,SAR,10.0
13,269,608,PLSQ,0.0
14,269,608,AWR,6.416040100250626
0,270,167S,PLSQ,0.0
1,270,167S,THNB,6.443609022556391
2,270,505,PLSQ,0.0
3,270,505,ASV,10.0
4,270,505,IFM,10.0
5,270,505,THNB,-0.6691729323308271
6,270,167N,PLSQ,0.0
7,270,167N,THNB,6.443609022556391
8,270,999,PLSQ,0.0
9,270,999,AWR,10.0
10,270,999,CAR,10.0
11,270,999,NAR,6.777777777777778
12,270,999,SAR,10.0
13,270,608,PLSQ,0.0
14,270,608,AWR,6.443609022556391
0,271,167S,PLSQ,0.0
1,271,167S,THNB,6.471177944862155
2,271,505,PLSQ,0.0
3,271,505,ASV,10.0
4,271,505,IFM,10.0
5,271,505,THNB,-0.5864661654135339
6,271,167N,PLSQ,0.0
7,271,167N,THNB,6.471177944862155
8,271,999,PLSQ,0.0
9,271,999,AWR,10.0
10,271,999,CAR,10.0
11,271,999,NAR,6.888888888888888
12,271,999,SAR,10.0
13,271,608,PLSQ,0.0
14,271,608,AWR,6.471177944862155
0,272,167S,PLSQ,0.0
1,272,167S,THNB,6.498746867167919
2,272,505,PLSQ,0.0
3,272,505,ASV,10.0
4,272,505,IFM,10.0
5,272,505,THNB,-0.5037593984962406
6,272,167N,PLSQ,0.0
7,272,167N,THNB,6.498746867167919
8,272,999,PLSQ,0.0
9,272,999,AWR,10.0
10,272,999,CAR,10.0
11,272,999,NAR,7.0
12,272,999,SAR,10.0
13,272,608,PLSQ,0.0
14,272,608,AWR,6.498746867167919
0,273,167S,PLSQ,0.0
1,273,167S,THNB,6.526315789473684
2,273,505,PLSQ,0.0
3,273,505,ASV,10.0
4,273,505,IFM,10.0
5,273,505,THNB,-0.42105263157894735
6,273,167N,PLSQ,0.0
7,273,167N,THNB,6.526315789473684
8,273,999,PLSQ,0.0
9,273,999,AWR,10.0
10,273,999,CAR,10.0
11,273,999,NAR,7.111111111111111
12,273,999,SAR,10.0
13,273,608,PLSQ,0.0
14,273,608,AWR,6.526315789473684
0,274,167S,PLSQ,0.0
1,274,167S,THNB,6.553884711779448
2,274,505,PLSQ,0.0
3,274,505,ASV,10.0
4,274,505,IFM,10.0
5,274,505,THNB,-0.33834586466165417
6,274,167N,PLSQ,0.0
7,274,167N,THNB,6.553884711779448
8,274,999,PLSQ,0.0
9,274,999,AWR,10.0
10,274,999,CAR,10.0
11,274,999,NAR,7.222222222222221
12,274,999,SAR,10.0
13,274,608,PLSQ,0.0
14,274,608,AWR,6.553884711779448
0,275,167S,PLSQ,0.0
1,275,167S,THNB,6.581453634085213
2,275,505,PLSQ,0.0
3,275,505,ASV,10.0
4,275,505,IFM,10.0
5,275,505,THNB,-0.255639097744361
6,275,167N,PLSQ,0.0
7,275,167N,THNB,6.581453634085213
8,275,999,PLSQ,0.0
9,275,999,AWR,10.0
10,275,999,CAR,10.0
11,275,999,NAR,7.333333333333332
12,275,999,SAR,10.0
13,275,608,PLSQ,0.0
14,275,608,AWR,6.581453634085213
0,276,167S,PLSQ,0.0
1,276,167S,THNB,6.609022556390977
2,276,505,PLSQ,0.0
3,276,505,ASV,10.0
4,276,505,IFM,10.0
5,276,505,THNB,-0.17293233082706772
6,276,167N,PLSQ,0.0
7,276,167N,THNB,6.609022556390977
8,276,999,PLSQ,0.0
9,276,999,AWR,10.0
10,276,999,CAR,10.0
11,276,999,NAR,7.444444444444445
12,276,999,SAR,10.0
13,276,608,PLSQ,0.0
14,276,608,AWR,6.609022556390977
0,277,167S,PLSQ,0.0
1,277,167S,THNB,6.636591478696741
2,277,505,PLSQ,0.0
3,277,505,ASV,10.0
4,277,505,IFM,10.0
5,277,505,THNB,-0.09022556390977443
6,277,167N,PLSQ,0.0
7,277,167N,THNB,6.636591478696741
8,277,999,PLSQ,0.0
9,277,999,AWR,10.0
10,277,999,CAR,10.0
11,277,999,NAR,7.555555555555555
12,277,999,SAR,10.0
13,277,608,PLSQ,0.0
14,277,608,AWR,6.636591478696741
0,278,167S,PLSQ,0.0
1,278,167S,THNB,6.664160401002506
2,278,505,PLSQ,0.0
3,278,505,ASV,10.0
4,278,505,IFM,10.0
5,278,505,THNB,-0.007518796992481258
6,278,167N,PLSQ,0.0
7,278,167N,THNB,6.664160401002506
8,278,999,PLSQ,0.0
9,278,999,AWR,10.0
10,278,999,CAR,10.0
11,278,999,NAR,7.666666666666666
12,278,999,SAR,10.0
13,278,608,PLSQ,0.0
14,278,608,AWR,6.664160401002506
0,279,167S,PLSQ,0.0
1,279,167S,THNB,6.69172932330827
2,279,505,PLSQ,0.0
3,279,505,ASV,10.0
4,279,505,IFM,10.0
5,279,505,THNB,0.07518796992481191
6,279,167N,PLSQ,0.0
7,279,167N,THNB,6.69172932330827
8,279,999,PLSQ,0.0
9,279,999,AWR,10.0
10,279,999,CAR,10.0
11,279,999,NAR,7.777777777777777
12,279,999,SAR,10.0
13,279,608,PLSQ,0.0
14,279,608,AWR,6.69172932330827
0,280,167S,PLSQ,0.0
1,280,167S,THNB,6.719298245614034
2,280,505,PLSQ,0.0
3,280,505,ASV,10.0
4,280,505,IFM,10.0
5,280,505,THNB,0.1578947368421053
6,280,167N,PLSQ,0.0
7,280,167N,THNB,6.719298245614034
8,280,999,PLSQ,0.0
9,280,999,AWR,10.0
10,280,999,CAR,10.0
11,280,999,NAR,7.888888888888889
12,280,999,SAR,10.0
13,280,608,PLSQ,0.0
14,280,608,AWR,6.719298245614034
0,281,167S,PLSQ,0.0
1,281,167S,THNB,6.746867167919799
2,281,505,PLSQ,0.0
3,281,505,ASV,10.0
4,281,505,IFM,10.0
5,281,505,THNB,0.24060150375939848
6,281,167N,PLSQ,0.0
7,281,167N,THNB,6.746867167919799
8,281,999,PLSQ,0.0
9,281,999,AWR,10.0
10,281,999,CAR,10.0
11,281,999,NAR,8.0
12,281,999,SAR,10.0
13,281,608,PLSQ,0.0
14,281,608,AWR,6.746867167919799
0,282,167S,PLSQ,0.0
1,282,167S,THNB,6.774436090225564
2,282,505,PLSQ,0.0
3,282,505,ASV,10.0
4,282,505,IFM,10.0
5,282,505,THNB,0.32330827067669166
6,282,167N,PLSQ,0.0
7,282,167N,THNB,6.774436090225564
8,282,999,PLSQ,0.0
9,282,999,AWR,10.0
10,282,999,CAR,10.0
11,282,999,NAR,8.11111111111111
12,282,999,SAR,10.0
13,282,608,PLSQ,0.0
14,282,608,AWR,6.774436090225564
0,283,167S,PLSQ,0.0
1,283,167S,THNB,6.802005012531328
2,283,505,PLSQ,0.0
3,283,505,ASV,10.0
4,283,505,IFM,10.0
5,283,505,THNB,0.40601503759398483
6,283,167N,PLSQ,0.0
7,283,167N,THNB,6.802005012531328
8,283,999,PLSQ,0.0
9,283,999,AWR,10.0
10,283,999,CAR,10.0
11,283,999,NAR,8.222222222222221
12,283,999,SAR,10.0
13,283,608,PLSQ,0.0
14,283,608,AWR,6.802005012531328
0,284,167S,PLSQ,0.0
1,284,167S,THNB,6.829573934837092
2,284,505,PLSQ,0.0
3,284,505,ASV,10.0
4,284,505,IFM,10.0
5,284,505,THNB,0.488721804511278
6,284,167N,PLSQ,0.0
7,284,167N,THNB,6.829573934837092
8,284,999,PLSQ,0.0
9,284,999,AWR,10.0
10,284,999,CAR,10.0
11,284,999,NAR,8.333333333333332
12,284,999,SAR,10.0
13,284,608,PLSQ,0.0
14,284,608,AWR,6.829573934837092
0,285,167S,PLSQ,0.0
1,285,167S,THNB,6.857142857142857
2,285,505,PLSQ,0.0
3,285,505,ASV,10.0
4,285,505,IFM,10.0
5,285,505,THNB,0.5714285714285714
6,285,167N,PLSQ,0.0
7,285,167N,THNB,6.857142857142857
8,285,999,PLSQ,0.0
9,285,999,AWR,10.0
10,285,999,CAR,10.0
11,285,999,NAR,8.444444444444445
12,285,999,SAR,10.0
13,285,608,PLSQ,0.0
14,285,608,AWR,6.857142857142857
0,286,167S,PLSQ,0.0
1,286,167S,THNB,6.8847117794486214
2,286,505,PLSQ,0.0
3,286,505,ASV,10.0
4,286,505,IFM,10.0
5,286,505,THNB,0.6541353383458646
6,286,167N,PLSQ,0.0
7,286,167N,THNB,6.8847117794486214
8,286,999,PLSQ,0.0
9,286,999,AWR,10.0
10,286,999,CAR,10.0
11,286,999,NAR,8.555555555555555
12,286,999,SAR,10.0
13,286,608,PLSQ,0.0
14,286,608,AWR,6.8847117794486214
0,287,167S,PLSQ,0.0
1,287,167S,THNB,6.912280701754385
2,287,505,PLSQ,0.0
3,287,505,ASV,10.0
4,287,505,IFM,10.0
5,287,505,THNB,0.7368421052631577
6,287,167N,PLSQ,0.0
7,287,167N,THNB,6.912280701754385
8,287,999,PLSQ,0.0
9,287,999,AWR,10.0
10,287,999,CAR,10.0
11,287,999,NAR,8.666666666666666
12,287,999,SAR,10.0
13,287,608,PLSQ,0.0
14,287,608,AWR,6.912280701754385
0,288,167S,PLSQ,0.0
1,288,167S,THNB,6.93984962406015
2,288,505,PLSQ,0.0
3,288,505,ASV,10.0
4,288,505,IFM,10.0
5,288,505,THNB,0.8195488721804511
6,288,167N,PLSQ,0.0
7,288,167N,THNB,6.93984962406015
8,288,999,PLSQ,0.0
9,288,999,AWR,10.0
10,288,999,CAR,10.0
11,288,999,NAR,8.777777777777777
12,288,999,SAR,10.0
13,288,608,PLSQ,0.0
14,288,608,AWR,6.93984962406015
0,289,167S,PLSQ,0.0
1,289,167S,THNB,6.967418546365915
2,289,505,PLSQ,0.0
3,289,505,ASV,10.0
4,289,505,IFM,10.0
5,289,505,THNB,0.9022556390977443
6,289,167N,PLSQ,0.0
7,289,167N,THNB,6.967418546365915
8,289,999,PLSQ,0.0
9,289,999,AWR,10.0
10,289,999,CAR,10.0
11,289,999,NAR,8.888888888888888
12,289,999,SAR,10.0
13,289,608,PLSQ,0.0
14,289,608,AWR,6.967418546365915
0,290,167S,PLSQ,0.0
1,290,167S,THNB,6.994987468671678
2,290,505,PLSQ,0.0
3,290,505,ASV,10.0
4,290,505,IFM,10.0
5,290,505,THNB,0.9849624060150375
6,290,167N,PLSQ,0.0
7,290,167N,THNB,6.994987468671678
8,290,999,PLSQ,0.0
9,290,999,AWR,10.0
10,290,999,CAR,10.0
11,290,999,NAR,9.0
12,290,999,SAR,10.0
13,290,608,PLSQ,0.0
14,290,608,AWR,6.994987468671678
0,291,167S,PLSQ,0.0
1,291,167S,THNB,7.022556390977444
2,291,505,PLSQ,0.0
3,291,505,ASV,10.0
4,291,505,IFM,10.0
5,291,505,THNB,1.0676691729323307
6,291,167N,PLSQ,0.0
7,291,167N,THNB,7.022556390977444
8,291,999,PLSQ,0.0
9,291,999,AWR,10.0
10,291,999,CAR,10.0
11,291,999,NAR,9.11111111111111
12,291,999,SAR,10.0
13,291,608,PLSQ,0.0
14,291,608,AWR,7.022556390977444
0,292,167S,PLSQ,0.0
1,292,167S,THNB,7.050125313283207
2,292,505,PLSQ,0.0
3,292,505,ASV,10.0
4,292,505,IFM,10.0
5,292,505,THNB,1.1503759398496238
6,292,167N,PLSQ,0.0
7,292,167N,THNB,7.050125313283207
8,292,999,PLSQ,0.0
9,292,999,AWR,10.0
10,292,999,CAR,10.0
11,292,999,NAR,9.222222222222221
12,292,999,SAR,10.0
13,292,608,PLSQ,0.0
14,292,608,AWR,7.050125313283207
0,293,167S,PLSQ,0.0
1,293,167S,THNB,7.077694235588972
2,293,505,PLSQ,0.0
3,293,505,ASV,10.0
4,293,505,IFM,10.0
5,293,505,THNB,1.233082706766917
6,293,167N,PLSQ,0.0
7,293,167N,THNB,7.077694235588972
8,293,999,PLSQ,0.0
9,293,999,AWR,10.0
10,293,999,CAR,10.0
11,293,999,NAR,9.333333333333332
12,293,999,SAR,10.0
13,293,608,PLSQ,0.0
14,293,608,AWR,7.077694235588972
0,294,167S,PLSQ,0.0
1,294,167S,THNB,7.105263157894736
2,294,505,PLSQ,0.0
3,294,505,ASV,10.0
4,294,505,IFM,10.0
5,294,505,THNB,1.3157894736842106
6,294,167N,PLSQ,0.0
7,294,167N,THNB,7.105263157894736
8,294,999,PLSQ,0.0
9,294,999,AWR,10.0
10,294,999,CAR,10.0
11,294,999,NAR,9.444444444444445
12,294,999,SAR,10.0
13,294,608,PLSQ,0.0
14,294,608,AWR,7.105263157894736
0,295,167S,PLSQ,0.0
1,295,167S,THNB,7.132832080200501
2,295,505,PLSQ,0.0
3,295,505,ASV,10.0
4,295,505,IFM,10.0
5,295,505,THNB,1.3984962406015038
6,295,167N,PLSQ,0.0
7,295,167N,THNB,7.132832080200501
8,295,999,PLSQ,0.0
9,295,999,AWR,10.0
10,295,999,CAR,10.0
11,295,999,NAR,9.555555555555555
12,295,999,SAR,10.0
13,295,608,PLSQ,0.0
14,295,608,AWR,7.132832080200501
0,296,167S,PLSQ,0.0
1,296,167S,THNB,7.160401002506266
2,296,505,PLSQ,0.0
3,296,505,ASV,10.0
4,296,505,IFM,10.0
5,296,505,THNB,1.481203007518797
6,296,167N,PLSQ,0.0
7,296,167N,THNB,7.160401002506266
8,296,999,PLSQ,0.0
9,296,999,AWR,10.0
10,296,999,CAR,10.0
11,296,999,NAR,9.666666666666666
12,296,999,SAR,10.0
13,296,608,PLSQ,0.0
14,296,608,AWR,7.160401002506266
0,297,167S,PLSQ,0.0
1,297,167S,THNB,7.18796992481203
2,297,505,PLSQ,0.0
3,297,505,ASV,10.0
4,297,505,IFM,10.0
5,297,505,THNB,1.5639097744360901
6,297,167N,PLSQ,0.0
7,297,167N,THNB,7.18796992481203
8,297,999,PLSQ,0.0
9,297,999,AWR,10.0
10,297,999,CAR,10.0
11,297,999,NAR,9.777777777777777
12,297,999,SAR,10.0
13,297,608,PLSQ,0.0
14,297,608,AWR,7.18796992481203
0,298,167S,PLSQ,0.0
1,298,167S,THNB,7.215538847117793
2,298,505,PLSQ,0.0
3,298,505,ASV,10.0
4,298,505,IFM,10.0
5,298,505,THNB,1.6466165413533833
6,298,167N,PLSQ,0.0
7,298,167N,THNB,7.215538847117793
8,298,999,PLSQ,0.0
9,298,999,AWR,10.0
10,298,999,CAR,10.0
11,298,999,NAR,9.888888888888888
12,298,999,SAR,10.0
13,298,608,PLSQ,0.0
14,298,608,AWR,7.215538847117793
0,299,167S,PLSQ,0.0
1,299,167S,THNB,7.243107769423558
2,299,505,PLSQ,0.0
3,299,505,ASV,10.0
4,299,505,IFM,10.0
5,299,505,THNB,1.7293233082706765
6,299,167N,PLSQ,0.0
7,299,167N,THNB,7.243107769423558
8,299,999,PLSQ,0.0
9,299,999,AWR,10.0
10,299,999,CAR,10.0
11,299,999,NAR,10.0
12,299,999,SAR,10.0
13,299,608,PLSQ,0.0
14,299,608,AWR,7.243107769423558
0,300,167S,PLSQ,0.0
1,300,167S,THNB,7.270676691729323
2,300,505,PLSQ,0.0
3,300,505,ASV,10.0
4,300,505,IFM,10.0
5,300,505,THNB,1.8120300751879697
6,300,167N,PLSQ,0.0
7,300,167N,THNB,7.270676691729323
8,300,999,PLSQ,0.0
9,300,999,AWR,10.0
10,300,999,CAR,10.0
11,300,999,NAR,10.0
12,300,999,SAR,-1.0
13,300,608,PLSQ,0.0
14,300,608,AWR,7.270676691729323
0,301,167S,PLSQ,0.0
1,301,167S,THNB,7.298245614035087
2,301,505,PLSQ,0.0
3,301,505,ASV,10.0
4,301,505,IFM,10.0
5,301,505,THNB,1.8947368421052628
6,301,167N,PLSQ,0.0
7,301,167N,THNB,7.298245614035087
8,301,999,PLSQ,0.0
9,301,999,AWR,10.0
10,301,999,CAR,10.0
11,301,999,NAR,10.0
12,301,999,SAR,-0.8888888888888888
13,301,608,PLSQ,0.0
14,301,608,AWR,7.298245614035087
0,302,167S,PLSQ,0.0
1,302,167S,THNB,7.325814536340852
2,302,505,PLSQ,0.0
3,302,505,ASV,10.0
4,302,505,IFM,10.0
5,302,505,THNB,1.977443609022556
6,302,167N,PLSQ,0.0
7,302,167N,THNB,7.325814536340852
8,302,999,PLSQ,0.0
9,302,999,AWR,10.0
10,302,999,CAR,10.0
11,302,999,NAR,10.0
12,302,999,SAR,-0.7777777777777778
13,302,608,PLSQ,0.0
14,302,608,AWR,7.325814536340852
0,303,167S,PLSQ,0.0
1,303,167S,THNB,7.353383458646617
2,303,505,PLSQ,0.0
3,303,505,ASV,10.0
4,303,505,IFM,10.0
5,303,505,THNB,2.0601503759398496
6,303,167N,PLSQ,0.0
7,303,167N,THNB,7.353383458646617
8,303,999,PLSQ,0.0
9,303,999,AWR,10.0
10,303,999,CAR,10.0
11,303,999,NAR,10.0
12,303,999,SAR,-0.6666666666666667
13,303,608,PLSQ,0.0
