constraint,objective_value
ARstart_2021,8.26045960599999
AWRConvert2021Ac,34.3566627941604
AWRConvert2025Ac,30.0587024991604
AWRConvert2030Ac,24.4172854641604
AWRConvert2050Ac,22.7823090841604
AWRTotalAc_2021,0.0
AWRTotalAc_2025,0.0
AWRTotalAc_2030,0.0
AWRTotalAc_2050,0.0
ThinSetup,0.0
TotalAcreage,0.0
YearlyAcreage_2021,0.0
YearlyAcreage_2025,0.0
YearlyAcreage_2030,0.0
YearlyAcreage_2050,0.0
167NAcreage_2021,0.0
167NAcreage_2025,5.5656059766416
167NAcreage_2030,-0.386123659999996
167NAcreage_2050,6.94919205
167SAcreage_2021,0.0
167SAcreage_2025,5.69789887
167SAcreage_2030,6.04570389
167SAcreage_2050,14.3312416
505Acreage_2021,3.49790132000001
505Acreage_2025,5.34161985
505Acreage_2030,5.65281713
505Acreage_2050,26.11871493
608Acreage_2021,0.0
608Acreage_2025,3.24341583
608Acreage_2030,3.18715286
608Acreage_2050,15.23469162
999Acreage_2021,0.0
999Acreage_2025,-0.101026058
999Acreage_2030,0.0980658529999996
999Acreage_2050,1.249969006
ARCont2025_CAR,1.668451666
ARCont2025_NAR,5.862432836
ARCont2025_SAR,5.596956609
ARcont2030_CAR,1.637290296
ARcont2030_NAR,6.275406657
ARcont2030_SAR,5.347934065
ARcont2050_CAR,-13.175776364
ARcont2050_NAR,-5.947747114
ARcont2050_SAR,-11.216626046
ThinCont2025_167N,7.05884654748121
ThinCont2025_167S,7.1226356458396
ThinCont2025_505,10.963332645
ThinCont2030_167N,1.3984594458396
ThinCont2030_167S,7.5616590408396
ThinCont2030_505,10.691992405
ThinCont2050_167N,-11.0805450641604
ThinCont2050_167S,-6.78838925916041
ThinCont2050_505,7.17620320999999
